KEY_TO_RAW,HIGHER_GEOG,CONTINENT_OCEAN,COUNTRY,STATE_PROV,COUNTY,QUAD,FEATURE,ISLAND_GROUP,ISLAND,SEA,municipality
"United States,North Carolina,,near Yancey,","North America, United States, North Carolina, Yancey County",North America,United States,North Carolina,Yancey,,,,,,
",United States of America,NC,Northampton,Jackson","North America, United States, North Carolina, Northampton County",North America,United States,North Carolina,Northampton,,,,,,Jackson
",United States of America,NC,Pender,,","North America, United States, North Carolina, Pender County",North America,United States,North Carolina,Pender,,,,,,
",United States of America,North Carolina,Pender,,","North America, United States, North Carolina, Pender County",North America,United States,North Carolina,Pender,,,,,,
"North America,United States,North Carolina,Pender,Woodside","North America, United States, North Carolina, Pender County",North America,United States,North Carolina,Pender,,,,,,Woodside
",United States of America,North Carolina,Swain,,","North America, United States, North Carolina, Swain County",North America,United States,North Carolina,Swain,,,,,,
"North America,United States,North Carolina,Swain,","North America, United States, North Carolina, Swain County",North America,United States,North Carolina,Swain,,,,,,
"North America,United States of America,North Carolina,Swain,","North America, United States, North Carolina, Swain County",North America,United States,North Carolina,Swain,,,,,,
"North America,United States,North Carolina,Swain,Indian Gap","North America, United States, North Carolina, Swain County",North America,United States,North Carolina,Swain,,,,,,Indian Gap
"North America,United States,North Carolina,Swain,Nantahalas","North America, United States, North Carolina, Swain County",North America,United States,North Carolina,Swain,,,,,,Nantahalas
"North America,United States of America,North Carolina,Swaine,","North America, United States, North Carolina, Swain County",North America,United States,North Carolina,Swain,,,,,,
",USA,NC,Transylvania,,","North America, United States, North Carolina, Transylvania County",North America,United States,North Carolina,Transylvania,,,,,,
"North America,United States of America,North Carolina,Transylvania,","North America, United States, North Carolina, Transylvania County",North America,United States,North Carolina,Transylvania,,,,,,
"United States,North Carolina,,Transylvania,","North America, United States, North Carolina, Transylvania County",North America,United States,North Carolina,Transylvania,,,,,,
",United States of America,NC,Trumbull,,","North America, United States, Ohio, Trumbull County",North America,United States,Ohio,Trumbull,,,,,,
",United States of America,NC,Unicoi,Bakersville","North America, United States, North Carolina, Mitchell County",North America,United States,North Carolina,Mitchell,,,,,,Bakersville
",United States of America,NC,Wake,Raleigh","North America, United States, North Carolina, Wake County",North America,United States,North Carolina,Wake,,,,,,Raleigh
"North America,United States,North Carolina,Wake,Raleigh","North America, United States, North Carolina, Wake County",North America,United States,North Carolina,Wake,,,,,,Raleigh
"United States of America,NC,Warren,,","North America, United States, North Carolina, Warren County",North America,United States,North Carolina,Warren,,,,,,
"North America,United States,North Carolina,Yancey,","North America, United States, North Carolina, Yancey County",North America,United States,North Carolina,Yancey,,,,,,
"North America,United States,North Carolina,Yancey,Blackstock","North America, United States, North Carolina, Yancey County",North America,United States,North Carolina,Yancey,,,,,,Blackstock
"North America,United States,North Carolina,Yancey,Mount Mitchell","North America, United States, North Carolina, Yancey County",North America,United States,North Carolina,Yancey,,,,,,Mount Mitchell
"North America,United States,North Carolina,Yancey,Neal's Creek","North America, United States, North Carolina, Yancey County",North America,United States,North Carolina,Yancey,,,,,,Neal's Creek
"North America,United States,North Carolina,Yancy,","North America, United States, North Carolina, Yancey County",North America,United States,North Carolina,Yancey,,,,,,
",,,,ND","North America, United States, North Dakota",North America,United States,North Dakota,,,,,,,
",USA,North Dakota,,","North America, United States, North Dakota",North America,United States,North Dakota,,,,,,,
"North America,United States,North Dakota,,","North America, United States, North Dakota",North America,United States,North Dakota,,,,,,,
"North America,United States of America,ND,,","North America, United States, North Dakota",North America,United States,North Dakota,,,,,,,
"North America,USA,ND,,","North America, United States, North Dakota",North America,United States,North Dakota,,,,,,,
"North America,United States,North Dakota,,Fargo","North America, United States, North Dakota, Cass County",North America,United States,North Dakota,Cass,,,,,,Fargo
"North America,United States,North Dakota,,Grafton","North America, United States, North Dakota, Walsh County",North America,United States,North Dakota,Walsh,,,,,,Grafton
"North America,United States,North Dakota,,Kenmark","North America, United States, North Dakota, Ward County",North America,United States,North Dakota,Ward,,,,,,Kenmare
"United States of America,ND,,,Kulen?","North America, United States, North Dakota",North America,United States,North Dakota,,,,,,,Kulen
",United States of America,ND,Adams,Chandler","North America, United States, North Dakota, Adams County",North America,United States,North Dakota,Adams,,,,,,Chandler
"North America,United States,North Dakota,Barnes,","North America, United States, North Dakota, Barnes County",North America,United States,North Dakota,Barnes,,,,,,
"North America,United States,North Dakota,Benson,Big Coulee","North America, United States, North Dakota, Benson County",North America,United States,North Dakota,Benson,,,,,,Big Coulee
"United States of America,ND,Benson,,Butte","North America, United States, North Dakota, Benson County",North America,United States,North Dakota,Benson,,,,,,Butte
"North America,United States,North Dakota,Benson,Esmond","North America, United States, North Dakota, Benson County",North America,United States,North Dakota,Benson,,,,,,Esmond
"North America,United States of America,North Dakota,Brookings,","North America, United States, South Dakota, Brookings County",North America,United States,South Dakota,Brookings,,,,,,
"North America,United States,North Dakota,Burleigh,Bismark","North America, United States, North Dakota, Burleigh County",North America,United States,North Dakota,Burleigh,,,,,,Bismark
"North America,USA,ND,Cass,","North America, United States, North Dakota, Cass County",North America,United States,North Dakota,Cass,,,,,,
"North America,United States,North Dakota,Cass,Fargo","North America, United States, North Dakota, Cass County",North America,United States,North Dakota,Cass,,,,,,Fargo
"North America,United States,North Dakota,Foster,Carrington","North America, United States, North Dakota, Foster County",North America,United States,North Dakota,Foster,,,,,,Carrington
"North America,United States,North Dakota,Grand Forks,Mekinock","North America, United States, North Dakota, Grand Forks County",North America,United States,North Dakota,Grand Forks,,,,,,Mekinock
"North America,United States,North Dakota,Kidder,Pettibone","North America, United States, North Dakota, Kidder County",North America,United States,North Dakota,Kidder,,,,,,Pettibone
"United States of America,ND,LaMoure,,Kulm","North America, United States, North Dakota, Lamoure County",North America,United States,North Dakota,Lamoure,,,,,,Kulm
"North America,United States,North Dakota,Morton,","North America, United States, North Dakota, Morton County",North America,United States,North Dakota,Morton,,,,,,
",United States of America,ND,Oliver,Ft. Clark","North America, United States, North Dakota, Oliver County",North America,United States,North Dakota,Oliver,,,,,,Fort Clark
"North America,United States,North Dakota,Pembina,Pembina","North America, United States, North Dakota, Pembina County",North America,United States,North Dakota,Pembina,,,,,,Pembina
"North America,United States,North Dakota,Pierce,","North America, United States, North Dakota, Pierce County",North America,United States,North Dakota,Pierce,,,,,,
"North America,United States,North Dakota,Ramsey,","North America, United States, North Dakota, Ramsey County",North America,United States,North Dakota,Ramsey,,,,,,
"North America,United States,North Dakota,Ramsey,Devil's Lake","North America, United States, North Dakota, Ramsey County",North America,United States,North Dakota,Ramsey,,,,,,Devil's Lake
"North America,United States,North Dakota,Ramsey,Devils Lake","North America, United States, North Dakota, Ramsey County",North America,United States,North Dakota,Ramsey,,,,,,Devil's Lake
"North America,United States,North Dakota,Ransom,Lisbon","North America, United States, North Dakota, Ransom County",North America,United States,North Dakota,Ransom,,,,,,Lisbon
"North America,United States,North Dakota,Ward,Kenmare","North America, United States, North Dakota, Ward County",North America,United States,North Dakota,Ward,,,,,,Kenmare
",United States of America,Northern Illinois,,","North America, United States, Illinois",North America,United States,Illinois,,,,,,,
"North America,United States of America,Northern Illinois,,","North America, United States, Illinois",North America,United States,Illinois,,,,,,,
"North America,United States of America, Unknown,Northern Illinois,,","North America, United States, Illinois",North America,United States,Illinois,,,,,,,
",,[NY],,","North America, United States, New York",North America,United States,New York,,,,,,,
",,NY,,Rochester","North America, United States, New York, Monroe County",North America,United States,New York,Monroe,,,,,,Rochester
",,Odgen Dunes,,IN","North America, United States, Indiana, Porter County",North America,United States,Indiana,Porter,,,,,,Ogden Dunes
",,Odgen Dunes,Porter,IN","North America, United States, Indiana, Porter County",North America,United States,Indiana,Porter,,,,,,Ogden Dunes
",,Ogden Dunes,,IN","North America, United States, Indiana, Porter County",North America,United States,Indiana,Porter,,,,,,Ogden Dunes
",,Ogden Dunes,Porter,IN","North America, United States, Indiana, Porter County",North America,United States,Indiana,Porter,,,,,,Ogden Dunes
",,,,OH","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
",U.S.A,O[hio],,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
",U.S.A,Ohio,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
",United States,Ohio,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
",United States of America,OH,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
",United States of America,Ohio,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
",USA,OH,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
",USA,Ohio,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
"North America,United States,Ohio,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
"North America,United States of America,,Ohio,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
"North America,United States of America,O[H],,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
"North America,United States of America,Oh,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
"North America,United States of America,OH,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
"North America,United States of America,Ohio,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
"North America,United States of America, Unknown,Ohio,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
"North America,USA,OH,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
"North America,USA,Ohio,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
"United States of America,OH,,,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
",USA,OH,,Akron","North America, United States, Ohio, Summit County",North America,United States,Ohio,Summit,,,,,,Akron
",USA,Ohio,,Akron","North America, United States, Ohio, Summit County",North America,United States,Ohio,Summit,,,,,,Akron
",USA,Ohio,,Baltic","North America, United States, Ohio, Coshocton County",North America,United States,Ohio,Coshocton,,,,,,Baltic
"North America,United States,Ohio,,Cincinatti","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
",United States,Ohio,,Cincinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
",United States of America,OH,,Cincinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
",United States of America,Ohio,,Cincinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
"North America,USA,OH,,Cincinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
"North America,USA,Ohio,,Cincinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
"United States of America,OH,,,Cincinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
",United States of America,Ohio,,Cincinnati & Freeport","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
",United States of America,Ohio,,Cincinnatti","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
",[USA],OH,,Cinncinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
",United States of America,Ohio,,Cinncinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
",USA,Ohio,,Cleveland","North America, United States, Ohio, Cuyahoga County",North America,United States,Ohio,Cuyahoga,,,,,,Cleveland
"North America,USA,OH,,Cleveland","North America, United States, Ohio, Cuyahoga County",North America,United States,Ohio,Cuyahoga,,,,,,Cleveland
"North America,USA,Ohio,,Cleveland","North America, United States, Ohio, Cuyahoga County",North America,United States,Ohio,Cuyahoga,,,,,,Cleveland
",United States of America,Ohio,,Columbus","North America, United States, Ohio, Delaware County",North America,United States,Ohio,Delaware,,,,,,Columbus
",USA,Ohio,,Conneaut","North America, United States, Ohio, Ashtabula County",North America,United States,Ohio,Ashtabula,,,,,,Conneaut
",United States of America,OH,,Custard","North America, United States, Ohio",North America,United States,Ohio,,,,,,,Custard
",United States of America,Ohio,,Custer","North America, United States, Ohio",North America,United States,Ohio,,,,,,,Custer
",United States of America,Ohio,,Delaware","North America, United States, Ohio, Delaware County",North America,United States,Ohio,Delaware,,,,,,Delaware
",United States of America,Ohio,,Dublin","North America, United States, Ohio, Franklin County",North America,United States,Ohio,Franklin,,,,,,Dublin
",United States of America,Ohio,,Fairhaven","North America, United States, Ohio, Preble County",North America,United States,Ohio,Preble,,,,,,Fairhaven
"North America,United States,Ohio,,Foster Pt","North America, United States, Ohio",North America,United States,Ohio,,,,,,,Foster Point
",United States of America,Ohio,,Freeport","North America, United States, Ohio, Harrison County",North America,United States,Ohio,Harrison,,,,,,Freeport
",United States of America,Ohio,,Germantown","North America, United States, Ohio, Montgomery County",North America,United States,Ohio,Montgomery,,,,,,Germantown
"North America,USA,Ohio,,Hudson","North America, United States, Ohio, Summit County",North America,United States,Ohio,Summit,,,,,,Hudson
",United States of America,Ohio,,Lebanon","North America, United States, Ohio, Warren County",North America,United States,Ohio,Warren,,,,,,Lebanon
",United States of America,Ohio,,Linton","North America, United States, Ohio",North America,United States,Ohio,,,,,,,Linton
",United States of America,Ohio,,Miamisburg","North America, United States, Ohio, Montgomery County",North America,United States,Ohio,Montgomery,,,,,,Miamisburg
"United States of America,OH,,,Milan","North America, United States, Ohio, Huron County",North America,United States,Ohio,Huron,,,,,,Milan
"North America,United States,Ohio,,near Cincinatti","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
",U.S.A,O[hio],,Oxford","North America, United States, Ohio, Butler County",North America,United States,Ohio,Butler,,,,,,Oxford
",United States,Ohio,,Oxford","North America, United States, Ohio, Butler County",North America,United States,Ohio,Butler,,,,,,Oxford
",United States of America,Ohio,,Oxford","North America, United States, Ohio, Butler County",North America,United States,Ohio,Butler,,,,,,Oxford
",,Perth,,OH","North America, United States, Ohio",North America,United States,Ohio,,,,,,,Perth
",United States of America,O[hio],,Sandusky","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,Sandusky
",United States of America,Ohio,,Talmady [sic? - Tallmadge?]","North America, United States, Ohio, Summit County",North America,United States,Ohio,Summit,,,,,,Tallmadge
"United States of America,OH,,,Vermilion","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,Vermilion
",United States of America,Ohio,,Waterloo","North America, United States, Ohio, Lawrence County",North America,United States,Ohio,Lawrence,,,,,,Waterloo
",United States of America,Ohio,,Yellow Springs","North America, United States, Ohio, Greene County",North America,United States,Ohio,Greene,,,,,,Yellow Springs
"North America,United States,Ohio,Adams,","North America, United States, Ohio, Adams County",North America,United States,Ohio,Adams,,,,,,
"United States,OHIO,,Adams County,","North America, United States, Ohio, Adams County",North America,United States,Ohio,Adams,,,,,,
",U.S.A,O[hio],Allen,Lima","North America, United States, Ohio, Allen County",North America,United States,Ohio,Allen,,,,,,Lima
"North America,United States of America,Ohio,Allen,Lima","North America, United States, Ohio, Allen County",North America,United States,Ohio,Allen,,,,,,Lima
",United States of America,OH,Auglaize,,","North America, United States, Ohio, Auglaize County",North America,United States,Ohio,Auglaize,,,,,,
",United States of America,Ohio,Butler,,","North America, United States, Ohio, Butler County",North America,United States,Ohio,Butler,,,,,,
"United States of America,OH,Butler,,Oxford","North America, United States, Ohio, Butler County",North America,United States,Ohio,Butler,,,,,,Oxford
",United States of America,Ohio,Butler,Scripio","North America, United States, Ohio, Butler County",North America,United States,Ohio,Butler,,,,,,Scripio
",United States of America,Ohio,Clermont,,","North America, United States, Ohio, Clermont County",North America,United States,Ohio,Clermont,,,,,,
",United States of America,Ohio,Clermont County,,","North America, United States, Ohio, Clermont County",North America,United States,Ohio,Clermont,,,,,,
"North America,United States,Ohio,Cuyahoga,Cleveland","North America, United States, Ohio, Cuyahoga County",North America,United States,Ohio,Cuyahoga,,,,,,Cleveland
"United States of America,OH,Defiance,,Defiance","North America, United States, Ohio, Defiance County",North America,United States,Ohio,Defiance,,,,,,Defiance
"North America,United States of America,Ohio,Delaware,Fairfield,Franklin,Columbus","North America, United States, Ohio, Delaware County",North America,United States,Ohio,Delaware,,,,,,Columbus
"United States of America,OH,Erie,,","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,
"United States of America,OH,Erie,,Berlin Heights","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,Berlin Heights
"United States of America,OH,Erie,,Castalia","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,Castalia
"United States of America,OH,Erie,Florence,","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,Florence
"United States of America,OH,Erie,Groton,","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,Groton
"United States of America,OH,Erie,Huron,","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,Huron
"United States of America,OH,Erie,Perkins,","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,Perkins
",U.S.A,O[hio],Erie,Sandusky","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,Sandusky
"United States of America,OH,Erie,,Sandusky","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,Sandusky
"United States of America,OH,Erie,Perkins,Sandusky","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,"Sandusky, Perkins"
"United States of America,OH,Erie,Vermillion,","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,Vermilion
",United States of America,Ohio,Erie,Walnut Hills","North America, United States, Ohio, Erie County",North America,United States,Ohio,Erie,,,,,,Walnut Hills
"United States of America,OH,,Florence,","North America, United States, Ohio",North America,United States,Ohio,,,,,,,
",United States of America,Ohio,Franklin,,","North America, United States, Ohio, Franklin County",North America,United States,Ohio,Franklin,,,,,,
"United States,OHIO,,Franklin County,","North America, United States, Ohio, Franklin County",North America,United States,Ohio,Franklin,,,,,,
",United States of America,OH,Franklin,Columbus","North America, United States, Ohio, Franklin County",North America,United States,Ohio,Franklin,,,,,,Columbus
"North America,United States,Ohio,Franklin,Columbus","North America, United States, Ohio, Franklin County",North America,United States,Ohio,Franklin,,,,,,Columbus
",U.S.A,O[hio],Fulton,Wauseon","North America, United States, Ohio, Fulton County",North America,United States,Ohio,Fulton,,,,,,Wauseon
"North America,United States,Ohio,Geauga,","North America, United States, Ohio, Geauga County",North America,United States,Ohio,Geauga,,,,,,
"United States of America,OH,Geauga,Thompson,","North America, United States, Ohio, Geauga County",North America,United States,Ohio,Geauga,,,,,,Thompson
",United States of America,Ohio,Greene,,","North America, United States, Ohio, Greene County",North America,United States,Ohio,Greene,,,,,,
"North America,United States of America,Ohio,Greene,Bellbrook","North America, United States, Ohio, Greene County",North America,United States,Ohio,Greene,,,,,,Bellbrook
",United States of America,Ohio,Ham,,","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,
",United States of America,Ohio,Ham County,,","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,
",United States of America,Ohio,Hamilton,,","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,
",United States of America,Ohio,Hamilton County,,","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,
"North America,United States of America,Ohio,Hamilton,","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,
"North America,USA,OH,Hamilton,","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,
"North America,USA,Ohio,Hamilton,","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,
"North America,USA,Ohio,Hamilton County,","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,
"United States of America,OH,Hamilton,,Cincinanati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
",United States of America,Ohio,Hamilton,Cincinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
"North America,United States of America,Ohio,Hamilton,Cincinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
"United States of America,OH,Hamilton,,Cincinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
",United States of America,Ohio,Hamilton,Cincinnatti","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
"United States of America,OH,Hamilton,,Cinncinati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
",United States of America,Ohio,Harrison,Freeport","North America, United States, Ohio, Harrison County",North America,United States,Ohio,Harrison,,,,,,Freeport
"North America,United States of America,Ohio,Henry,Napoleon","North America, United States, Ohio, Henry County",North America,United States,Ohio,Henry,,,,,,Napoleon
"United States,OHIO,,Highland County,","North America, United States, Ohio, Highland County",North America,United States,Ohio,Highland,,,,,,
"North America,United States of America,Ohio,Holmes,","North America, United States, Ohio, Holmes County",North America,United States,Ohio,Holmes,,,,,,
"United States of America,OH,,Huron[?],","North America, United States, Ohio, Huron County",North America,United States,Ohio,Huron,,,,,,
"United States of America,OH,Huron,,Milan","North America, United States, Ohio, Huron County",North America,United States,Ohio,Huron,,,,,,Milan
"United States of America,OH,Knox,,","North America, United States, Ohio, Knox County",North America,United States,Ohio,Knox,,,,,,
"North America,United States,Ohio,Lake,Painerville","North America, United States, Ohio, Lake County",North America,United States,Ohio,Lake,,,,,,Painesville
"North America,United States,Ohio,Lake,Painesville","North America, United States, Ohio, Lake County",North America,United States,Ohio,Lake,,,,,,Painesville
"North America,United States,Ohio,Lake,Perry","North America, United States, Ohio, Lake County",North America,United States,Ohio,Lake,,,,,,Perry
"North America,United States of America,OH,Licking,Granville","North America, United States, Ohio, Licking County",North America,United States,Ohio,Licking,,,,,,Granville
"United States of America,OH,Lorain,,","North America, United States, Ohio, Lorain County",North America,United States,Ohio,Lorain,,,,,,
"North America,United States,Ohio,Lordin,","North America, United States, Ohio, Lorain County",North America,United States,Ohio,Lorain,,,,,,
"North America,United States,Ohio,Lucas,","North America, United States, Ohio, Lucas County",North America,United States,Ohio,Lucas,,,,,,
"United States of America,OH,Lucas,,","North America, United States, Ohio, Lucas County",North America,United States,Ohio,Lucas,,,,,,
"North America,United States,Ohio,Lucas,Little Cedar Point","North America, United States, Ohio, Lucas County",North America,United States,Ohio,Lucas,,,,,,Little Cedar Point
"North America,United States,Ohio,Lucas,Toledo","North America, United States, Ohio, Lucas County",North America,United States,Ohio,Lucas,,,,,,Toledo
",United States of America,OH,Mahoning,Ellsworth","North America, United States, Ohio, Mahoning County",North America,United States,Ohio,Mahoning,,,,,,Ellsworth
",United States of America,O[hio],Medina,,","North America, United States, Ohio, Medina County",North America,United States,Ohio,Medina,,,,,,
"North America,USA,OH,Medina Co,","North America, United States, Ohio, Medina County",North America,United States,Ohio,Medina,,,,,,
"North America,United States,Ohio,Medina,York","North America, United States, Ohio, Medina County",North America,United States,Ohio,Medina,,,,,,York
",United States of America,Ohio,Miamisburg,,","North America, United States, Ohio, Montgomery County",North America,United States,Ohio,Montgomery,,,,,,Miamisburg
"United States,OHIO,,Montgomery County,","North America, United States, Ohio, Montgomery County",North America,United States,Ohio,Montgomery,,,,,,
"North America,United States,Ohio,Montgomery,Dayton","North America, United States, Ohio, Montgomery County",North America,United States,Ohio,Montgomery,,,,,,Dayton
"United States of America,OH,Montgomery,,Dayton","North America, United States, Ohio, Montgomery County",North America,United States,Ohio,Montgomery,,,,,,Dayton
"North America,United States,Ohio,Morgan,Bristol","North America, United States, Ohio, Morgan County",North America,United States,Ohio,Morgan,,,,,,Bristol
"North America,United States,Ohio,Morgan,North Bristol","North America, United States, Ohio, Morgan County",North America,United States,Ohio,Morgan,,,,,,North Bristol
"North America,United States,Ohio,Ottawa,","North America, United States, Ohio, Ottawa County",North America,United States,Ohio,Ottawa,,,,,,
"United States of America,OH,Ottawa,,","North America, United States, Ohio, Ottawa County",North America,United States,Ohio,Ottawa,,,,,,
"United States of America,OH,Ottawa,Catawba Island Township,","North America, United States, Ohio, Ottawa County",North America,United States,Ohio,Ottawa,,,,,,Catawba Island Township
",United States of America,OH,Ottawa,Clay Center","North America, United States, Ohio, Ottawa County",North America,United States,Ohio,Ottawa,,,,,,Clay Center
"North America,United States,Ohio,Ottawa,Marblehead","North America, United States, Ohio, Ottawa County",North America,United States,Ohio,Ottawa,,,,,,Marblehead
"United States of America,OH,Ottawa,,Peninsula","North America, United States, Ohio, Ottawa County",North America,United States,Ohio,Ottawa,,,,,,Peninsula
"United States of America,OH,Ottawa,,Port Clinton","North America, United States, Ohio, Ottawa County",North America,United States,Ohio,Ottawa,,,,,,Port Clinton
"North America,United States,Ohio,Ottawa,Put-in-Bay","North America, United States, Ohio, Ottawa County",North America,United States,Ohio,Ottawa,,,,,,Put-in-Bay
"North America,United States,Ohio,Perry,Bristol","North America, United States, Ohio, Perry County",North America,United States,Ohio,Perry,,,,,,Bristol
"North America,United States,Ohio,Portage,","North America, United States, Ohio, Portage County",North America,United States,Ohio,Portage,,,,,,
"North America,USA,OH,Portage,","North America, United States, Ohio, Portage County",North America,United States,Ohio,Portage,,,,,,
"North America,United States,Ohio,Portage,Hiram","North America, United States, Ohio, Portage County",North America,United States,Ohio,Portage,,,,,,Hiram
"North America,United States,Ohio,Portage,Kent","North America, United States, Ohio, Portage County",North America,United States,Ohio,Portage,,,,,,Kent
"North America,United States,Ohio,Portage,Randolph","North America, United States, Ohio, Portage County",North America,United States,Ohio,Portage,,,,,,Randolph
"North America,United States,Ohio,Portage,Windham","North America, United States, Ohio, Portage County",North America,United States,Ohio,Portage,,,,,,Windham
"North America,USA,OH,Preble,","North America, United States, Ohio, Preble County",North America,United States,Ohio,Preble,,,,,,
"North America,USA,Ohio,Preble County,","North America, United States, Ohio, Preble County",North America,United States,Ohio,Preble,,,,,,
"North America,USA,Ohio,[Preble County],Cincinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
",United States of America,Ohio,Randall County,Seward","North America, United States, Ohio, Fulton County",North America,United States,Ohio,Fulton,,,,,,Seward
"United States,OHIO,,Ross County,","North America, United States, Ohio, Ross County",North America,United States,Ohio,Ross,,,,,,
",United States of America,OH,Ross,Brownsville","North America, United States, Ohio, Ross County",North America,United States,Ohio,Ross,,,,,,Brownsville
"United States of America,OH,Sandusky,,","North America, United States, Ohio, Sandusky County",North America,United States,Ohio,Sandusky,,,,,,
",United States of America,OH,Sandusky,Bellevue","North America, United States, Ohio, Sandusky County",North America,United States,Ohio,Sandusky,,,,,,Bellevue
",United States of America,OH,Sandusky,Woodville","North America, United States, Ohio, Sandusky County",North America,United States,Ohio,Sandusky,,,,,,Woodville
",United States of America,OH,Scioto,Sciotoville","North America, United States, Ohio, Scioto County",North America,United States,Ohio,Scioto,,,,,,Sciotoville
"North America,United States,Ohio,Stark,","North America, United States, Ohio, Stark County",North America,United States,Ohio,Stark,,,,,,
"North America,United States of America,Ohio,Stark,","North America, United States, Ohio, Stark County",North America,United States,Ohio,Stark,,,,,,
"North America,USA,OH,Stark Co.,","North America, United States, Ohio, Stark County",North America,United States,Ohio,Stark,,,,,,
"North America,United States of America,Ohio,Stark,Canton","North America, United States, Ohio, Stark County",North America,United States,Ohio,Stark,,,,,,Canton
"North America,United States,Ohio,Stark,New Baltimore","North America, United States, Ohio, Stark County",North America,United States,Ohio,Stark,,,,,,New Baltimore
",U.S.A,O[hio],Summit,,","North America, United States, Ohio, Summit County",North America,United States,Ohio,Summit,,,,,,
",U.S.A,O[hio],Summit,Akron","North America, United States, Ohio, Summit County",North America,United States,Ohio,Summit,,,,,,Akron
