KEY_TO_RAW,HIGHER_GEOG,municipality
"North America,United States of America,Michigan, Washington D.C.,,","North America, United States",
"North America,United States of America,Michigan,Washtenaw,","North America, United States, Michigan, Washtenaw County",
"North America,United States of America,Minnesota,,","North America, United States, Minnesota",
"North America,United States of America,Minnesota, Colorado, Virginia,,","North America, United States",
"North America,United States of America,Minnesota, Illinois,,","North America, United States",
"North America,United States of America,Minnesota, Illinois,St. Louis,","North America, United States, Minnesota, Saint Louis County",Duluth
"North America,United States of America,Minnesota, Kentucky,,","North America, United States",
"North America,United States of America,Minnesota,McLeod,","North America, United States, Minnesota, McLeod County",Glencoe
"North America,United States of America,Minnesota, Missouri, Illinois,,","North America, United States",
"North America,United States of America,Minnesota,Ramsey,","North America, United States, Minnesota, Ramsey County",St. Paul
"North America,United States of America,Minnesota,St. Louis,","North America, United States, Minnesota, Saint Louis County",Duluth
"North America,United States of America,Minnesota,St. Louis,Duluth","North America, United States, Minnesota, Saint Louis County",Duluth
"North America,United States of America,Minnesota, Washington, Nebraska, Iowa,,","North America, United States",
"North America,United States of America,Mississippi,,","North America, United States, Mississippi",
"North America,United States of America,Mississippi, Illinois,,","North America, United States",
"North America,United States of America,Mississippi, Kentucky,,","North America, United States",
"North America,United States of America,Mississippi,Unknown, llinois,,","North America, United States",
"North America,United States of America,Missouri,,","North America, United States, Missouri",
"North America,United States of America,Missouri, Kentucky, Michigan, Illinois,,","North America, United States",
"North America,United States of America,Missouri, New Mexico,,","North America, United States",
"North America,United States of America,Missouri, New York,,","North America, United States",
"North America,United States of America,Missouri, Unknown,,","North America, United States",
"North America,United States of America,Missouri, Washington D.C., Illinois,,","North America, United States",
"North America,United States of America,Missouri,Webster,","North America, United States, Missouri, Webster County",
"North America,United States of America,Montana,,","North America, United States, Montana",
"North America,United States of America,Nebraska,,","North America, United States, Nebraska",
"North America,United States of America,Nebraska, Kentucky, Arkansas,,","North America, United States",
"North America,United States of America,Nevada,,","North America, United States, Nevada",
"North America,United States of America,Nevada,Clark,","North America, United States, Nevada, Clark County",Las Vegas
"North America,United States of America,Nevada, New Mexico,,","North America, United States",
"North America,United States of America,New Hampshire,,","North America, United States, New Hampshire",
"North America,United States of America,New Jersey,,","North America, United States, New Jersey",
"North America,United States of America,New Jersey,Bergen,","North America, United States, New Jersey, Bergen County",Fort Lee
"North America,United States of America,New Jersey, Michigan,,","North America, United States",
"North America,United States of America,New Jersey, Pennsylvania,,","North America, United States",
"North America,United States of America,New Jersey, Texas,,","North America, United States",
"North America,United States of America,New Jersey and Pennsylvania,,","North America, United States",
"North America,United States of America,New Mexico,,","North America, United States, New Mexico",
"North America,United States of America,New Mexico, Arizona, Colorado,,","North America, United States",
"North America,United States of America,New Mexico, Arkansas,,","North America, United States",
"North America,United States of America,New Mexico, California,,","North America, United States",
"North America,United States of America,New Mexico, California, Illinois,,","North America, United States",
"North America,United States of America,New Mexico,Chaves,","North America, United States, New Mexico, Chaves County",Bitter Lake National Wildlife Refuge
"North America,United States of America,New Mexico, Colorado,,","North America, United States",
"North America,United States of America,New Mexico, Connecticut,,","North America, United States",
"North America,United States of America,New Mexico, Florida, Colorado,,","North America, United States",
"North America,United States of America,New Mexico, Iowa, Illinois,,","North America, United States",
"North America,United States of America,New Mexico,Luna,","North America, United States, New Mexico, Luna County",Deming
"North America,United States of America,New Mexico, Minnesota,,","North America, United States",
"North America,United States of America,New Mexico, Missouri, Illinois,,","North America, United States",
"North America,United States of America,New Mexico,San Miguel,","North America, United States, New Mexico, San Miguel County",Las Vegas
"North America,United States of America,New Mexico, Unknown,,","North America, United States",
"North America,United States of America,New York,,","North America, United States, New York",
"North America,United States of America,New York, California,,","North America, United States",
"North America,United States of America,New York, Central Illinois,,","North America, United States",
"North America,United States of America,New York, Delaware,,","North America, United States",
"North America,United States of America,New York,Erie,","North America, United States, New York, Erie County",Buffalo
"North America,United States of America,New York,Erie,Buffalo","North America, United States, New York, Erie County",Buffalo
"North America,United States of America,New York, Florida,,","North America, United States",
"North America,United States of America,New York, Illinois, Kentucky, Pennsylvania,,","North America, United States",
"North America,United States of America,New York, Illinois, Missouri,,","North America, United States",
"North America,United States of America,New York, Iowa, Unknown,,","North America, United States",
"North America,United States of America,New York, Kansas, Illinois,,","North America, United States",
"North America,United States of America,New York, Kentucky,,","North America, United States",
"North America,United States of America,New York, Louisiana,,","North America, United States",
"North America,United States of America,New York, Louisiana, Illinois,,","North America, United States",
"North America,United States of America,New York, Masachusetts,,","North America, United States",
"North America,United States of America,New York, Minnesota,,","North America, United States",
"North America,United States of America,New York, Montana, California,,","North America, United States",
"North America,United States of America,New York, New Mexico, Massachusetts,,","North America, United States",
"North America,United States of America,New York,Niagra,","North America, United States, New York, Niagara County",
"North America,United States of America,New York, Northern Illinois, Washington D.C.,,","North America, United States",
"North America,United States of America,New York, Tennessee, Illinois,,","North America, United States",
"North America,United States of America,New York, Texas, Connecticut,,","North America, United States",
"North America,United States of America,New York, Unknown,,","North America, United States",
"North America,United States of America,New York, Unknown, Washington D.C.,,","North America, United States",
"North America,United States of America,New York, Virgina,,","North America, United States",
"North America,United States of America,New York, Washington D.C.,,","North America, United States",
"North America,United States of America,New York, Washington D.C., Illinois,,","North America, United States",
"North America,United States of America,New York,Westchester,","North America, United States, New York, Westchester County",Peekskill
"North America,United States of America,New York, Wisconsin,,","North America, United States",
"North America,United States of America,New York, Wisconsin, Illinois,,","North America, United States",
"North America,United States of America,New York, Wisconsin, Pennsylvania, Illinois,,","North America, United States",
"North America,United States of America,North Carolina,,","North America, United States, North Carolina",
"North America,United States of America,North Carolina, Illinois,,","North America, United States",
"North America,United States of America,North Carolina, Missouri,,","North America, United States",
"North America,United States of America,North Carolina, Virginia,,","North America, United States",
"North America,United States of America,Northern Illinois,,","North America, United States, Illinois",
"North America,United States of America,Northern Illinois, Arizona,,","North America, United States",
"North America,United States of America,Northern Illinois, Central Illinois, Massachusetts,,","North America, United States",
"North America,United States of America,Northern Illinois, Colorado, Idaho, New Mexico,,","North America, United States",
"North America,United States of America,Northern Illinois, Michigan, New York,,","North America, United States",
"North America,United States of America,Northern Illinois, Minnesota,,","North America, United States",
"North America,United States of America,Northern Illinois, New York,,","North America, United States",
"North America,United States of America,Northern Illinois, North Carolina,,","North America, United States",
"North America,United States of America,Northern Illinois, North Carolina, New York, Wisconsin,,","North America, United States",
"North America,United States of America,Northern Illinois, Pennsylvania, Washington D.C.,,","North America, United States",
"North America,United States of America,Northern Illinois, Wisconsin, New York,,","North America, United States",
"North America,United States of America,Ohio,,","North America, United States, Ohio",
"North America,United States of America,Ohio, Illinois,,","North America, United States",
"North America,United States of America,Ohio, Illinois, Wisconsin,,","North America, United States",
"North America,United States of America,Ohio, Louisiana,,","North America, United States",
"North America,United States of America,Ohio, Michigan,,","North America, United States",
"North America,United States of America,Oregon,,","North America, United States, Oregon",
"North America,United States of America,Pennsylvania,,","North America, United States, Pennsylvania",
"North America,United States of America,Pennsylvania,Centre,","North America, United States, Pennsylvania, Centre County",State College
"North America,United States of America,Pennsylvania, Illinois,,","North America, United States",
"North America,United States of America,Pennsylvania, Illinois, Kentucky,,","North America, United States",
"North America,United States of America,Pennsylvania, Iowa, Illinois,,","North America, United States",
"North America,United States of America,Pennsylvania,Lancaster,","North America, United States, Pennsylvania, Lancaster County",Lancaster
"North America,United States of America,Pennsylvania, New York,,","North America, United States",
"North America,United States of America,Pennsylvania, Texas, Florida,,","North America, United States",
"North America,United States of America,Pennsylvania, Unknown,,","North America, United States",
"North America,United States of America,Pennsylvania, Unknown, Northern Illinois,,","North America, United States",
"North America,United States of America,Pennsylvania, Virginia,,","North America, United States",
"North America,United States of America,Rhode Island,,","North America, United States, Rhode Island",
"North America,United States of America,Rhode Island,Kent,","North America, United States, Rhode Island, Kent County",Warwick
"North America,United States of America,Rhode Island,Providence,","North America, United States, Rhode Island, Providence County",Providence
"North America,United States of America,South Carolina,,","North America, United States, South Carolina",
"North America,United States of America,South Carolina, Massachusetts,,","North America, United States",
"North America,United States of America,South Dakota,,","North America, United States, South Dakota",Kenmare
"North America,United States of America,South Dakota,Custer,","North America, United States, South Dakota, Custer County",Custer State Park
"North America,United States of America,Tennessee,,","North America, United States, Tennessee",Lookout Mountain
"North America,United States of America,Tennessee, Colorado,,","North America, United States",
"North America,United States of America,Tennessee, Georgia,,","North America, United States",
"North America,United States of America,Tennessee, Kentucky,,","North America, United States",
"North America,United States of America,Tennessee, Northern Illinois,,","North America, United States",
"North America,United States of America,Tennessee, Washington D.C.,,","North America, United States",
"North America,United States of America,Texas,,","North America, United States, Texas",
"North America,United States of America,Texas, California,,","North America, United States",
"North America,United States of America,Texas, California, Colorado,,","North America, United States",
"North America,United States of America,Texas, California,Riverside,","North America, United States, California, Riverside County",Riverside
"North America,United States of America,Texas,Childress,","North America, United States, Texas, Childress County",U.S. 62
"North America,United States of America,Texas, Colorado, California, New Mexico,,","North America, United States",
"North America,United States of America,Texas,El Paso,","North America, United States, Texas, El Paso County",Manitou
"North America,United States of America,Texas,Erie,","North America, United States",Buffalo
"North America,United States of America,Texas, Illinois, Missourii,,","North America, United States",
"North America,United States of America,Texas, Illinois, Unknown,,","North America, United States",
"North America,United States of America,Texas, Iowa,,","North America, United States",
"North America,United States of America,Texas, Kentucky, Florida,,","North America, United States",
"North America,United States of America,Texas, llinois,,","North America, United States",
"North America,United States of America,Texas, Maryland,,","North America, United States",
"North America,United States of America,Texas, Michigan,,","North America, United States",
"North America,United States of America,Texas, Minnesota, Northern Illinois,,","North America, United States",
"North America,United States of America,Texas, Mississippi,,","North America, United States",
"North America,United States of America,Texas, Mississippi, New York,,","North America, United States",
"North America,United States of America,Texas, Missouri,,","North America, United States",
"North America,United States of America,Texas, New Mexico,,","North America, United States",
"North America,United States of America,Texas, New York,,","North America, United States",
"North America,United States of America,Texas, Pennsylvania, Illinois,,","North America, United States",
"North America,United States of America,Texas, Virginia,,","North America, United States",
"North America,United States of America,Texas, Washington D.C.,,","North America, United States",
"North America,United States of America,Texas, Washington D.C., Connecticut,,","North America, United States",
"North America,United States of America,U.D. Mo, Ohio,,","North America, United States, Ohio",
"North America,United States of America,Unknown,,","North America, United States",Lake Superior
"North America,United States of America,Unknown, Alaska,,",North America,
"North America,United States of America,Unknown, Arizona, California,,","North America, United States",
"North America,United States of America,Unknown, California, Kansas,,","North America, United States",
"North America,United States of America,Unknown, Florida, Texas, Arkansas,,","North America, United States",
"North America,United States of America,Unknown, Illinois,,","North America, United States",
"North America,United States of America,Unknown, Illinois, New York,,","North America, United States",
"North America,United States of America,Unknown, Minnesota,,","North America, United States",
"North America,United States of America,Unknown, Montana,,","North America, United States",
"North America,United States of America,Unknown, New York, Massachusetts,,","North America, United States",
"North America,United States of America,Unknown, New York, Unknown, Central Illinois,,",North America,
"North America,United States of America,Unknown, Oregon,,","North America, United States",
"North America,United States of America,Unknown, Virginia,,","North America, United States",
"North America,United States of America,Unknown, Washington D.C.,,","North America, United States",
"North America,United States of America,Utah,,","North America, United States, Utah",
"North America,United States of America,Utah, Kentucky, Washington D.C., Illinois,,","North America, United States",
"North America,United States of America,Utah,Salt Lake,","North America, United States, Utah, Salt Lake County",Salt Lake City
"North America,United States of America,Utah,Salt Lake,Salt Lake City","North America, United States, Utah, Salt Lake County",Salt Lake City
"North America,United States of America,Utah,Unknown, Illinois,,","North America, United States",
"North America,United States of America,Utah,Weber,","North America, United States, Utah, Weber County",Ogden
"North America,United States of America,Vancouver,,","North America, Canada, British Columbia",Vancouver
"North America,United States of America,Vancouver, Illinois,,",North America,
"North America,United States of America,Vermont,,","North America, United States, Vermont",
"North America,United States of America,Virginia,,","North America, United States, Virginia",
"North America,United States of America,Virginia, Connecticut,,","North America, United States",
"North America,United States of America,Virginia, New Jersey, Maryland, Illinois,,","North America, United States",
"North America,United States of America,Virginia, Vancouver, Colorado,,",North America,
"North America,United States of America,Virginia, Washington D.C.,,","North America, United States",
"North America,United States of America,Washington,,","North America, United States, Washington",
"North America,United States of America,Washington,Chelan,","North America, United States, Washington, Chelan County","Icicle Circle, 13 km W Leavenworth"
"North America,United States of America,Washington,King,","North America, United States, Washington, King County",Seattle
"North America,United States of America,Washington,Kittitas,","North America, United States, Washington, Kittitas County",Easton
"North America,United States of America,Washington,Spokane,","North America, United States, Washington, Spokane County",
"North America,United States of America,Washington D.C.,,","North America, United States, District of Columbia, Washington",
"North America,United States of America,Washington D.C., Arizona,,","North America, United States",
"North America,United States of America,Washington D.C., Kentucky, Vancouver,,","North America, United States",
"North America,United States of America,Washington D.C., Maryland,,","North America, United States",
"North America,United States of America,Washington D.C., Michigan, Pennsylvania,,","North America, United States",
"North America,United States of America,Washington D.C., Missouri,,","North America, United States",
"North America,United States of America,Washington D.C., New Jersey, New York,,","North America, United States",
"North America,United States of America,Washington D.C., Northern Illinois,,","North America, United States",
"North America,United States of America,Washington D.C., Pennsylvania,,","North America, United States",
"North America,United States of America,Washington D.C.,Spokane,","North America, United States, Washington, Spokane County",
"North America,United States of America,Washington D.C., Virginia, Pennsylvania,,","North America, United States",
"North America,United States of America,Wisconsin,,","North America, United States, Wisconsin",
"North America,United States of America,Wisconsin, Arkansas, Northern Illinois, Washington D.C.,,","North America, United States",
"North America,United States of America,Wisconsin, Massachusetts,,","North America, United States",
"North America,United States of America,Wisconsin,Monroe,","North America, United States, Wisconsin, Monroe County",Sparta
"North America,United States of America,Wisconsin,Monroe,Sparta","North America, United States, Wisconsin, Monroe County",Sparta
"North America,United States of America,Wisconsin, Ohio, C.W. (??),,","North America, United States",
"North America,United States of America,Wisconsin,Racine,","North America, United States, Wisconsin, Racine County",Racine
"North America,United States of America,Wisconsin, Texas, Illinois,,","North America, United States",
"North America,United States of America,Wisconsin,Walworth,","North America, United States, Wisconsin, Walworth County",Delavan
"North America,United States of America,Wisconsin, Washington D.C., Illinois,,","North America, United States",
"North America,United States of America,Wyoming,,","North America, United States, Wyoming",N. Park
"North America,United States of America,Wyoming, Wisconsin, Kansas,,","North America, United States",
"South America,,,,","South America, Venezuela",
"South America,Argentina,Entre Rios,,Pueblo Liebig","South America, Argentina, Entre Rios",Pueblo Liebig
"South America,Argentina,Misiones,,Puerto IguazÃº","South America, Argentina, Misiones",Puerto IguazÃº
"South America,Brazil,,,","South America, Brazil",
"South America,Brazil,Espirito Santo,,","South America, Brazil, Espirito Santo",
"South America,Brazil,Espirito Santo,,Linhares","South America, Brazil, Espirito Santo",Linhares
"South America,Brazil,Mato Grosso,,","South America, Brazil, Mato Grosso",
"South America,Brazil,Mato Grosso,,RosÃ¡rio Oeste","South America, Brazil, Mato Grosso",RosÃ¡rio Oeste
"South America,Brazil,Santa Catarina,,Corupa","South America, Brazil, Santa Catarina",Corupa
"South America,Brazil,Santa Catarina,,Mafra","South America, Brazil, Santa Catarina",Mafra
"South America,Brazil,Sao Paulo,,","South America, Brazil, Sao Paulo",
"South America,Brazil,Sao Paulo,,Rancharia","South America, Brazil, Sao Paulo",Rancharia
"South America,Chile,,,","South America, Chile",
"South America,Colombia,,,","South America, Colombia",
"South America,Colombia,Valle del Cauca,,","South America, Colombia, Valle del Cauca",
"South America,Colombia,Valle del Cauca,,Calima","South America, Colombia, Valle del Cauca",Calima
"South America,Ecuador,Los Rios,,Quevedo","South America, Ecuador, Los Rios",Quevedo
"South America,Guyana,,,","South America, Guyana",
"South America,Peru,,,","South America, Peru",
"South America,Peru,,,San Martin","South America, Peru, San Martin",San Martin
"South America,Peru,Junin,,Junin","South America, Peru, Junin",Junin
"South America,Peru,Leoncio Prado,,Tingo Maria","South America, Peru, Huanuco, Leoncio Prado",Tingo Maria
"South America,Peru,San MartÃ­n,,","South America, Peru, San Martin",
[Golden],"North America, United States, Colorado, Jefferson County",Golden
"[Kansas--Labeled ""Ykn."" with Y scratched out.]","North America, United States",
[Sacramento],"North America, United States, California, Sacramento County",Sacramento
1049 W. North Ave,"North America, United States, Illinois, Cook County","Chicago, 1049 W North Ave"
"1050 ft. Riverside, S. California","North America, United States, California, Riverside County","Riverside, 1050 ft"
"1100 ft. Bau's Ranche, S. California","North America, United States, California","Bau's Ranche, 1100 ft"
"150 ft, Yuma, Arizona","North America, United States, Arizona, Yuma County","Yuma, 150 ft"
1567 N. Washtenaw,"North America, United States, Illinois, Cook County","Chicago, 1567 N Washtenaw Ave"
1636 N. Washtenaw,"North America, United States, Illinois, Cook County","Chicago, 1636 N Washtenaw Ave"
"1750 ft., Geyers, California","North America, United States, California","Geyers, 1750 ft"
"1808 N. Washtenaw, Chicago","North America, United States, Illinois, Cook County","Chicago, 1808 N Washtenaw Ave"
"1808 W. Washtenaw,","North America, United States, Illinois, Cook County","Chicago, 1808 N Washtenaw Ave"
"3300 Block, West Pierce Ave","North America, United States, Illinois, Cook County","Chicago, 3300 block W Pierce Ave"
3748 N. Elston,"North America, United States, Illinois, Cook County","Chicago, 3748 N Elston Ave"
Al ??,"North America, Canada",
Alamdea,"North America, United States, California, Alameda County",Alameda
Alameda,"North America, United States, California, Alameda County",Alameda
Alaska,"North America, United States, Alaska",
Algiers,"Africa, Algeria",
"Allegheny [Could refer to a county, several Allegheny townships, or Allegheny city(now a part of Pittsburgh]","North America, United States, Pennsylvania",
Alsace,"Europe, France, Alsace",
"Alsace [a region in the North of France, near the borders with Germany and Switzerland]","Europe, France",
"Amoco [Station?], Warrenville & Mill Street","North America, United States, Illinois, DuPage County","Naperville, Amoco Station, Warrenville & Mill Street"
Antsalova[both a town and a separate district],"Africa, Madagascar, Madagascar",
Arizona,"North America, United States, Arizona",
"Arizona, California","North America, United States",
"Arizona, Colorado","North America, United States",
Arkansas,"North America, United States, Arkansas",
Arkasas,"North America, United States, Arkansas",
Avignon,"Europe, France",
Badlands,"North America, United States, South Dakota",Badlands
Bath,"West Indies, Jamaica, Greater Antilles, Jamaica",Bath
Bau's Ranche,"North America, United States, California",Bau's Ranche
"Bau's Ranche, S. California","North America, United States, California",Bau's Ranche
Bellvue,"North America, United States, Pennsylvania",Bellvue
Berenty,"Africa, Madagascar, Madagascar",
Bloomington,"North America, United States, Illinois, McLean County",Bloomington
Botele [Botelho?],"South America, Brazil, Sao Paulo",
British Columbia,"North America, Canada, British Columbia",
Buffalo,"North America, United States, New York, Erie County",Buffalo
"Buffalo, NY","North America, United States, New York, Erie County",Buffalo
Buffalo N.Y.,"North America, United States, New York, Erie County",Buffalo
"Bulolo, Morobe Prov., Papua New Guinea","Pacific Ocean, Papua New Guinea, Morobe Province",
C. Ill.,"North America, United States, Illinois",
C.T.,"North America, United States, Connecticut",
C.W. (??),"North America, United States",
Cal.,"North America, United States, California",
Caldwell,"North America, United States, Illinois",Caldwell
Caldwell Reserve,"North America, United States, Illinois, Cook County","Chicago, Caldwell Reserve"
Calfornia,"North America, United States, California",
"California, Arizona, New Mexico","North America, United States",
"California, Central Illinois","North America, United States",
"California, Colorado","North America, United States",
"California, Colorado, Lake Superior","North America, United States",
"California, Connecticut","North America, United States",
"California, Illinois","North America, United States",
"California, Lake Superior","North America, United States",
"California, Mexico",North America,
"California, Northern Ilinois","North America, United States",
"California, Northern Illinois","North America, United States",
"California, Yukon","North America, United States, California",
"Cameron Highlands, W. Malaysia, 2000 feet above sea level","Asia, Malaysia, Pahang, Cameron Highlands District, Indonesian Archipelago",
"Cave City, Cave","North America, United States",
Cave City Cave,"North America, United States, Kentucky, Barren County",Cave City
"Central, Northern and Southern Illinois","North America, United States, Illinois",
Central/ Northern Illinois,"North America, United States, Illinois",
"Central/ Northern Illinois, Kentucky","North America, United States",
Central & Southern Illinois,"North America, United States, Illinois",
"Central & Southern Illinois, Kentucky","North America, United States",
Central and Northern Illinois,"North America, United States, Illinois",
Central and Southern Illinois,"North America, United States, Illinois",
Central Ilinois,"North America, United States, Illinois",
"Central Ilinois, Northern Illinois","North America, United States, Illinois",
"Central Ilinois, Washington D.C.","North America, United States",
Central Illinois,"North America, United States, Illinois",
"Central Illinois, California","North America, United States",
"Central Illinois, Florida","North America, United States",
"Central Illinois, Kentucky","North America, United States",
"Central Illinois, Lake Superior","North America, United States",
"Central Illinois, Louisiana","North America, United States",
"Central Illinois, Michigan","North America, United States",
"Central Illinois, New York, Kentucky","North America, United States",
"Central Illinois, Texas","North America, United States",
"Central Illinois, Virginia","North America, United States",
"Central Illinois, Wak?","North America, United States",
"Central Illinois, Washington D.C.","North America, United States",
Central Illinois/ Illinois,"North America, United States, Illinois",
Central llinois,"North America, United States, Illinois",
Central Missouri,"North America, United States, Missouri",
"Chicago, along lake shore, Windsor Park","North America, United States, Illinois, Cook County","Chicago, Windsor Park, along lake shore"
"Chicago, Tennessee, Northern Illinois","North America, United States",
Clark's Station,"North America, United States, California, Mariposa County",Clark's Station
"Clark's Station [now called Wawona; has also been Big Tree Station, clarks Station, Wah-wo-nah, and Clark's ranch; located entirely within Yosemite National Park. Name change occurred ]","North America, United States, California, Mariposa County",Clark's Station
"Colorad, Dakota, Utah","North America, United States",
"Colorado, Arizona","North America, United States",
"Colorado, Illinois","North America, United States",
"Colorado, New mexico","North America, United States",
Colorado (assuming Col. in catalog to be Colorado or could be Cal. as in California),"North America, United States, Colorado",
Colorado Springs,"North America, United States, Colorado, El Paso County",Colorado Springs
Colton,"North America, United States, California, San Bernardino County",Colton
"Colton, S. Cal.","North America, United States, California, San Bernardino County",Colton
"Colton, S. California","North America, United States, California, San Bernardino County",Colton
"Colton, South California","North America, United States, California, San Bernardino County",Colton
"Colton, Southern California","North America, United States, California, San Bernardino County",Colton
"Como Bluff, S. Wyoming[ A ridge extending east- west, between the towns of Rock River and Medicine Bow, Wyoming]","North America, United States, Wyoming",Como Bluff
Connecticut,"North America, United States, Connecticut",
"Connecticut, Central Illinois","North America, United States",
"Connecticut, Northern Illinois","North America, United States",
Cook County,"North America, United States, Illinois, Cook County",
"Corupa, Santa Catarina, Brazil","South America, Brazil, Santa Catarina",
Cuba,"West Indies, Cuba, Greater Antilles, Cuba",Cuba
"D & C ??, Northern Illinois","North America, United States",
Dac.(?),"North America, United States",
Dac (?),"North America, United States",
Dak (could be Dakota),"North America, United States",
"Dak (could be Dakota), Colorado","North America, United States",
"Dakota, Illinois","North America, United States",
Dalmatia,"Europe, Germany",
Dansai Loei Thailand,"Asia, Thailand, Loei Province",
Demming,"North America, United States, Illinois, Cook County","Chicago, Demming"
Denver,"North America, United States, Colorado, Denver County",Denver
Doi Pui,"Asia, Thailand, Chiangmai Province",
"Doi Pui, Chiangmai, Thailand","Asia, Thailand, Chiangmai Province",
"Doi Pui Chiangmai, Thailand","Asia, Thailand, Chiangmai Province",
Duluth,"North America, United States, Minnesota, Saint Louis County",Duluth
East Branch of North Branch Chicago River [Station 21],"North America, United States, Illinois, Cook County",Station 21
Edgebrook,"North America, United States, Illinois, Cook County",Edgebrook
Edgebrook [Part of the Forest Glen Chicago community area],"North America, United States, Illinois, Cook County",Edgebrook
El Pa[so],"North America, United States, Texas, El Paso County",El Paso
El Paso,"North America, United States",
Elps[ El Paso],"North America, United States, New Mexico",El Paso
Elps [El Paso],"North America, United States, Texas, El Paso County",El Paso
Enterprise,"North America, United States, Florida, Volusia County",Enterprise
Fazenda Palmeiras,"South America, Brazil, Sao Paulo",Rancharia
"Flood plain of river, Summer - dry pond 200 feet west of Station XVIII, West of Glencoe, Illinois [Station 24]","North America, United States, Illinois, Cook County",Station 24
Flood plain of river [Station 24],"North America, United States, Illinois, Cook County",Station 24
"Florida, Central Illinois","North America, United States",
"Florida, Kentucky","North America, United States",
"Florida, Northern Ilinois","North America, United States",
"Florida, Northern Illinois","North America, United States",
Florida. Texas,"North America, United States",
"Fort Capron [Historic fort, on the Indian River; near (or in? Port St. Lucie]","North America, United States, Florida, Saint Lucie County",Fort Capron
Fresno Flats,"North America, United States, California, Madera County",Oakhurst
"Fresno Flats, S. California","North America, United States, California, Madera County",Oakhurst
Fresno Flats [now called Oakhurst],"North America, United States, California, Madera County",Oakhurst
Ft. Br.,"North America, United States, Utah",
"Garaina, Morobe Prov., Papua New Guinea","Pacific Ocean, Papua New Guinea, Morobe Province",
Ge... [Illegible],"North America, United States, Minnesota",
Geb.,"South America, Brazil, Espirito Santo",Linhares
Geysers,"North America, United States, California",Geysers
"Glacier Point [South wall of Yosemite Valley, Yosemite National Park]","North America, United States, California, Mariposa County","Yosemite Valley, Glacier Point"
Glemâ€¦ [Illegible],"North America, United States, Colorado",
Glemâ€¦ [ Illegible},"North America, United States, Colorado",
Glenâ€¦ [ Illegible},"North America, United States, Colorado",
Glenâ€¦ [ Illegible- possibly Glennwood Springs],"North America, United States, Colorado",
Glenâ€¦ [ Illegible-possibly Glenwood Springs],"North America, United States, Colorado",
Glencoe,"North America, United States, Minnesota, McLeod County",Glencoe
Glendon Park,"North America, United States, Illinois, Cook County",Glendon Park
Glendon Park [Only reference found is to a train (possibly a metra stop?) somewhere near (or in) River Grove],"North America, United States, Illinois, Cook County",Glendon Park
"Glendon Park [Only references found are to a train station (perhaps a metra stop?) in or around River Forest, and to an actual park (?), on the Des Plaines River]","North America, United States, Illinois",Glendon Park
Glen Ellyn,"North America, United States, Illinois, DuPage County",Glen Ellyn
Glennâ€¦ [ Illegible- possibly Glenwood Springs],"North America, United States, Colorado",
Glennâ€¦ [ Illegible- Probably Glenwood Springs],"North America, United States, Colorado, Garfield County",
Glenwood Springs,"North America, United States, Colorado, Garfield County",Glenwood Springs
Gm [Probably Germany],"Europe, Germany",
H.B.?,North America,
H.B. ?,North America,
H.B.??,North America,
H.B. ??,"North America, United States",
H.B. (Hudson Bay?),North America,
H. Springs (probably Hot Springs),"North America, United States, Arkansas, Garland County",Hot Springs
H. Springs [probably Hot Springs],"North America, United States, Arkansas, Garland County",Hot Springs
H[ot]. Springs,"North America, United States, Arkansas, Garland County",Hot Springs
Hamburg,"Europe, Germany",
Harz,"Europe, Germany",
Haulover,"North America, United States, Florida",Haulover
"Haulover [Haulover is the name of at least three places in Florida; a canal, a beach, and a park]","North America, United States, Florida",Haulover
"Haulover [the name of a canal and a park, in two separate places in Florida]","North America, United States, Florida",Haulover
Havana,"West Indies, Cuba, Provincia La Habana, Greater Antilles, Cuba",
"Hessian Lake [probably near in Bear Mountain State Park; Rockland County, New York]","North America, United States, New York, Rockland County",Hessian Lake
Hessville,"North America, United States, Indiana, Lake County",Hessville
Hessville [a neighborhood in Hammond],"North America, United States, Indiana, Lake County",Hessville
Hessville [now a neighborhood of Hammond],"North America, United States, Indiana, Lake County",Hessville
Hessville [Now a neighborhood of Hammond],"North America, United States, Indiana, Lake County",Hessville
Hessville [Now a neighborhood of Hessville],"North America, United States, Indiana, Lake County",Hessville
Hinsdale,"North America, United States, Illinois, Cook County",Hinsdale
HInsdale,"North America, United States, Illinois, Cook County",Hinsdale
"Hinsdalle, ILL","North America, United States, Illinois, Cook County",Hinsdale
Hot Springs,"North America, United States, Arkansas, Garland County",Hot Springs
"Hot Springs, Ark.","North America, United States, Arkansas, Garland County",Hot Springs
"Humboldt Park (South of North Avenue, between California & Kedzie)","North America, United States, Illinois, Cook County","Chicago, Humboldt Park"
"Humbolt Park (South of North Avenue, between California and Kedzie)","North America, United States, Illinois, Cook County","Chicago, Humboldt Park"
"Humbolt Park [South of North Ave, between California & Kedzie)","North America, United States, Illinois, Cook County","Chicago, Humboldt Park"
Id. C.,"North America, United States",
"Idaho, Colorado","North America, United States",
"Idaho, florida, California","North America, United States",
Ill. [Illinois],"North America, United States, Illinois",
Illi. [Illinois],"North America, United States, Illinois",
"Illinois, Arizona, Lake Superior","North America, United States",
"Illinois, Florida","North America, United States",
"Illinois, Iowa","North America, United States",
"Illinois, Iowa, Lake Superior","North America, United States",
"Illinois, Kansas","North America, United States",
"Illinois, Kentucky","North America, United States",
"Illinois, Kentucky, Iowa","North America, United States",
