COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,part_loc_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_REMARKS_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DETERMINER_4,ATTRIBUTE_DATE_4,ATTRIBUTE_5,ATTRIBUTE_VALUE_5,ATTRIBUTE_DETERMINER_5,ATTRIBUTE_DATE_5,ATTRIBUTE_6,ATTRIBUTE_VALUE_6,ATTRIBUTE_DETERMINER_6,ATTRIBUTE_DATE_6,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
1278,ekrimmel,1961.2.22,,,,[CHAS:Mamm]1961.2,"unidentifiable {Projectile point, stone}",student,Sam Howes,2016-02-16,Arrowhead (Seminole).,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Excellent.,1,in collection,RVWD: 302: Anth Cab 02: I,Dimensions: length 97 mm; width 30 mm; depth 2 mm.,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Dawn R. Roberts,2018,description,Anthropology: stone tool-projectile point; red leaf shaped jasper. Very finely knapped.,Sam Howes,2016,materials,"stone, other, jasper",Sam Howes,2016,,,,,,,,,"""Indian relics from Florida.""",place of use
1277,ekrimmel,1961.2.23,,,,[CHAS:Mamm]1961.2,"unidentifiable {Projectile point, stone}",student,Sam Howes,2016-02-16,Arrowhead (Seminole).,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Excellent.,1,in collection,RVWD: 302: Anth Cab 02: I,Dimensions: length 40 mm; width 17 mm; depth 4 mm.,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Dawn R. Roberts,2018,description,"Anthropology: stone tool-projectile point; small grey point with a long, thin stem and barbs.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,"""Indian relics from Florida.""",place of use
1284,ekrimmel,1961.2.24,104,original identifier,self,[CHAS:Mamm]1961.2,"unidentifiable {Projectile point, stone}",student,Sam Howes,2016-02-16,Arrowhead (Seminole).,"[no date recorded, date range based on accession year]",1800,1962-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Excellent.,1,in collection,RVWD: 302: Anth Cab 02: I,Dimensions: length 82 mm; width 47 mm; depth 9 mm.,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Dawn R. Roberts,2018,description,"Anthropology: stone tool-projectile point; stone of marbled browns, yellows, and reds; Leaf-shaped with an irregular bottom.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,"""Indian relics from Florida.""",place of use
1327,ekrimmel,1961.2.25,,,,[CHAS:Mamm]1961.2,unidentifiable {Rocks},expert,Dawn R. Roberts,2018-01-12,Fireplace rocks.,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Indiana, Lake County",no specific locality recorded,"Lake Co, Ind",Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,,,,,,,,object,Good.,7,in collection,RVWD: 302: Anth Cab 02: I,,,,,,,,,,,description,"Anthropology: rocks-fireplace, debitage; two labels associated, both in pencil and faded, one illegible: ""Indian Pottery / Lake Co. Ind / Stone used to boil & cracked"".",Dawn R. Roberts,2018,materials,stone,Dawn R. Roberts,2018,,,,,,,,,,place of use
1180,ekrimmel,1961.2.26,,,,[CHAS:Mamm]1961.2,unidentifiable {Rocks},student,Sam Howes,2016-02-16,Fireplace rocks.,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Indiana, Lake County",no specific locality recorded,"Lake Co, Indi",Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,"INTERNAL NOTES: Found in association with box of shells and label ""Indian artifacts from Florida"". Some of the stones may not be artifacts. DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-19).",,,,,,,object,Good.,10,in collection,RVWD: 302: Anth Cab 02: I,,,,,,,,,,,description,"Anthropology: rocks-fireplace;  At least one rock is fire affected (can tell by pink-red discoloration)-most likely a boiling rock. Label: ""Lalu [Lake?] Co. Indi/ Stones from fire places of Indians/ R(?) Ridge farm"".  ",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,"""Lake Co Indi, Stones from fire place of Indians, Rimm rid?i Farm""",place of use
1289,ekrimmel,1961.2.27,50,original identifier,self,[CHAS:Mamm]1961.2,"unidentifiable {Scraper, stone}",student,Sam Howes,2016-02-16,Scraper (Seminole).,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,52,original identifier,self,106,original identifier,self,object,Good; a bit dusty.,3,in collection,RVWD: 302: Anth Cab 02: I,,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,Anthropology: stone tool-scraper; 3 obsidian scrapers.,Sam Howes,2016,materials,"stone, igneous, obsidian",Sam Howes,2016,,,,,,,,,"""Indian relics from Florida.""",place of use
1067,ekrimmel,1961.2.28,90,original identifier,self,[CHAS:Mamm]1961.2,unidentifiable {Shell},student,Sam Howes,2016-02-16,Shell midden (Seminole).,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-19).,206,original identifier,self,,,,object,Good; shell is slightly worn but complete.,1,in collection,RVWD: 302: Anth Cab 02: I,Dimensions: length 69 mm; width 39 mm.,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,"Anthropology: shell-""from kitchen midden or shell heaps of Florida made by ancient man."" Complete, white snail shell; slightly worn.",Sam Howes,2016,materials,"organic, shell",Sam Howes,2016,,,,,,,,,"""Shell from 'kitchen midden,' or shell-heaps of Florida made by 'ancient man.'""",place of use
1068,ekrimmel,1961.2.29,92,original identifier,self,[CHAS:Mamm]1961.2,unidentifiable {Shell},student,Sam Howes,2016-02-16,Shell midden (Seminole).,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-19).,206,original identifier,self,,,,object,Good; shell nearly-complete.,1,in collection,RVWD: 302: Anth Cab 02: I,Dimensions: length 82 mm; width 41 mm.,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,"Anthropology: shell-""from kitchen midden or shell heaps of Florida made by ancient man."" Neartly-complete snail shell; off-white color; one large hole on underside.",Sam Howes,2016,materials,"organic, shell",Sam Howes,2016,,,,,,,,,"""Shell from 'kitchen midden,' or shell-heaps of Florida made by 'ancient man.'""",place of use
1329,ekrimmel,1961.2.3,4,original identifier,self,[CHAS:Mamm]1961.2,unidentifiable {Rock},student,Sam Howes,2016-02-16,Fire affected rock.,1872-6,1872-06-01,1872-06-30,"North America, United States, Indiana, Lake County",no specific locality recorded,Sandridge-south of Little Calumet River,Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-01).,208,original identifier,self,,,,object,Good.,3,in collection,RVWD: 302: Anth Cab 02: I,,verbatim collector,Edwin Howe (?),Erica Krimmel,2016-03-22,,,,,,description,"Anthropology: fire affected rock (3); Found with debitage and sherds. Found with three notes-one of which is unreadable. Note-- ""Indian pottery, ? Tools  Cracked stones (used in cooking) and other relics-found at old camping sites on Sandridge-South of Little Calumet River, Lake Co. Ind. in 1872-6. Edwin Howe (?)""",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1064,ekrimmel,1961.2.30,86,original identifier,self,[CHAS:Mamm]1961.2,unidentifiable {Shell},student,Sam Howes,2016-02-16,Shell midden (Seminole).,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-19).,205,original identifier,self,,,,object,Good; shell missing about 1/4 of self. Number 205 very faded.,1,in collection,RVWD: 302: Anth Cab 02: I,Dimensions: length 65 mm; width 67 mm.,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,"Anthropology: shell-""from kitchen midden or shell heaps of Florida made by ancient man."" shell roughly circular but missing about 1/4 of shell.  White with black ribbing.",Sam Howes,2016,materials,"organic, shell",Sam Howes,2016,,,,,,,,,"""Shell from 'kitchen midden,' or shell-heaps of Florida made by 'ancient man.'""",place of use
1066,ekrimmel,1961.2.31,89,original identifier,self,[CHAS:Mamm]1961.2,unidentifiable {Shell},student,Sam Howes,2016-02-16,Shell midden (Seminole).,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-19).,206,original identifier,self,,,,object,Good; shell missing top portion.,1,in collection,RVWD: 302: Anth Cab 02: I,Dimensions: length 54 mm; width 42 mm.,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,"Anthropology: shell-""from kitchen midden or shell heaps of Florida made by ancient man."" Snail shell with a row of points. Top is missing.",Sam Howes,2016,materials,"organic, shell",Sam Howes,2016,,,,,,,,,"""Shell from 'kitchen midden,' or shell-heaps of Florida made by 'ancient man.'""",place of use
1063,ekrimmel,1961.2.32,20,original identifier,self,[CHAS:Mamm]1961.2,unidentifiable {Shell},student,Sam Howes,2016-02-16,Shell midden (Seminole).,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-19).,18,original identifier,self,,,,object,Good; shell slightly worn.,1,in collection,RVWD: 302: Anth Cab 02: I,Dimensions: length 47 mm; width 24 mm.,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,"Anthropology: shell-""from kitchen midden or shell heaps of Florida made by ancient man."" White and oval shaped. Small size.",Sam Howes,2016,materials,"organic, shell",Sam Howes,2016,,,,,,,,,"""Shell from 'kitchen midden,' or shell-heaps of Florida made by 'ancient man.'""",place of use
1065,ekrimmel,1961.2.33,87,original identifier,self,[CHAS:Mamm]1961.2,unidentifiable {Shell},student,Sam Howes,2016-02-16,Shell midden (Seminole).,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-19).,205,original identifier,self,,,,object,Good; shell missing a chunk out of edge; concretion on inside.,1,in collection,RVWD: 302: Anth Cab 02: I,Dimensions: length 50 mm; width 53 mm.,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,"Anthropology: shell-""from kitchen midden or shell heaps of Florida made by ancient man."" white, roughly circular shell missing a chunk out of edge.  Concretion on inside.",Sam Howes,2016,materials,"organic, shell",Sam Howes,2016,,,,,,,,,"""Shell from 'kitchen midden,' or shell-heaps of Florida made by 'ancient man.'""",place of use
1141,ekrimmel,1961.2.34,78,original identifier,self,[CHAS:Mamm]1961.2,"unidentifiable {Sherd, ceramic}",student,Sam Howes,2016-02-16,Ceramic sherd (Seminole).,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: I,,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,Anthropology: ceramic-sherd; red-orange clay; sand temper?,Sam Howes,2016,materials,ceramic,Sam Howes,2016,,,,,,,,,"""Indian relics from Florida.""",place of use
1330,ekrimmel,1961.2.4,4,original identifier,self,[CHAS:Mamm]1961.2,"unidentifiable {Sherd, ceramic}",student,Sam Howes,2016-02-16,Ceramic sherd.,1872-6,1872-06-01,1872-06-30,"North America, United States, Indiana, Lake County",no specific locality recorded,Sandridge-south of Little Calumet River,Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-01).,208,original identifier,self,,,,object,Good.,28,in collection,RVWD: 302: Anth Cab 02: I,,verbatim collector,Edwin Howe (?),Erica Krimmel,2016-03-22,,,,,,description,"Anthropology: sherds-ceramic (28); Found with debitage and fire affected rock. Found with three notes-one of which is unreadable. Note-- ""Indian pottery, ? Tools  Cracked stones (used in cooking) and other relics-found at old camping sites on Sandridge-South of Little Calumet River, Lake Co. Ind. in 1872-6. Edwin Howe (?)""",Sam Howes,2016,materials,ceramic,Sam Howes,2016,,,,,,,,,,place of use
1150,ekrimmel,1961.2.5,53,original identifier,self,[CHAS:Mamm]1961.2,"unidentifiable {Debitage, flake}",student,Sam Howes,2016-02-16,"Debitage, flake (Seminole).","[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: I,,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,Anthropology: debitage-flake; green and red chert.,Sam Howes,2016,materials,"stone, chert",Sam Howes,2016,,,,,,,,,"""Indian relics from Florida.""",place of use
1152,ekrimmel,1961.2.6,59,original identifier,self,[CHAS:Mamm]1961.2,"unidentifiable {Debitage, flake}",student,Sam Howes,2016-02-16,"Debitage, flake (Seminole).","[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: I,,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,Anthropology: debitage-flake; pink and purple chert.,Sam Howes,2016,materials,"stone, chert",Sam Howes,2016,,,,,,,,,"""Indian relics from Florida.""",place of use
1151,ekrimmel,1961.2.7,56,original identifier,self,[CHAS:Mamm]1961.2,"unidentifiable {Debitage, flake}",student,Sam Howes,2016-02-16,"Debitage, flake (Seminole).","[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: I,,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,Anthropology: debitage-flake; quartz.,Sam Howes,2016,materials,"stone, other, quartz",Sam Howes,2016,,,,,,,,,"""Indian relics from Florida.""",place of use
1149,ekrimmel,1961.2.8,51,original identifier,self,[CHAS:Mamm]1961.2,"unidentifiable {Debitage, flake}",student,Sam Howes,2016-02-16,"Debitage, flake (Seminole).","[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: I,,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,Anthropology: debitiage-flake; white jasper with purple spots.,Sam Howes,2016,materials,"stone, other, jasper",Sam Howes,2016,,,,,,,,,"""Indian relics from Florida.""",place of use
1155,ekrimmel,1961.2.9,107,original identifier,self,[CHAS:Mamm]1961.2,"unidentifiable {Debitage, flake, utilized}",student,Sam Howes,2016-02-16,"Debitage, flake (Seminole).","[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: I,,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,Anthropology: debitage-utilized flake; white and brown chert.,Sam Howes,2016,materials,"stone, chert",Sam Howes,2016,,,,,,,,,"""Indian relics from Florida.""",place of use
1037,ekrimmel,1962.3.1,,,,[CHAS:Mamm]1962.3,"unidentifiable {Clothing, skirt, grass}",student,Sam Howes,2016-02-16,Grass skirt (Samoan).,"[no date recorded, date range based on accession year]",1800,1963-12-31,no higher geography recorded,no specific locality recorded,the Pacific,Dawn R. Roberts,2018-01-12,unverified,E. J. Gill,collector,CHAS:EH,"INTERNAL NOTES: Accession records indicate items are from ""the Pacific"". DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).",,,,,,,object,Good.,1,in collection,RVWD: 302: Small Room: Anth Oversized,Dimensions: length 35 inches; height 34 inches.,verbatim collector,E.J. Gill,Erica Krimmel,2016-03-22,culture of origin,Samoan,Original value prior to data migration into Arctos: Samoan,Dawn R. Roberts,2018,description,Anthropology: grass skirt; grass is woven at the top and flows free toward the bottom.,Sam Howes,2016,materials,"organic, grass",Sam Howes,2016,,,,,,,,,,place of use
1328,ekrimmel,1967.11.1,,,,[CHAS:Mamm]1967.11,"unidentifiable {Debitage, stone}",student,Sam Howes,2016-02-16,"Debitage, stone.","[no date recorded, date range based on accession year]",1800,1968-12-31,"North America, United States",no specific locality recorded,Eastern United States? Illinois?,Dawn R. Roberts,2018-01-12,unverified,Charles Scoggins,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-01).,,,,,,,object,Good.,22,in collection,RVWD: 302: Anth Cab 01: J,,,,,,,,,,,description,Anthropology: debitage-stone; different rock types.,Dawn R. Roberts,2018,materials,stone,Dawn R. Roberts,2018,,,,,,,,,,place of use
1145,ekrimmel,1967.11.2,5,original identifier,self,[CHAS:Mamm]1967.11,"unidentifiable {Sherd, ceramic}",student,Sam Howes,2016-02-16,Ceramic sherd.,"[no date recorded, date range based on accession year]",1800,1968-12-31,"North America, United States",no specific locality recorded,Eastern United States? Illinois?,Dawn R. Roberts,2018-01-12,unverified,Charles Scoggins,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-01).,,,,,,,object,Good.,24,in collection,RVWD: 302: Anth Cab 01: J,,,,,,,,,,,description,Anthropology: ceramic sherds; pot sherds are an orange/gray clay ith a coarse sand temper. Some pieces have impressed cordage decorations.,Sam Howes,2016,materials,"ceramic, sand-tempered",Sam Howes,2016,,,,,,,,,,place of use
1104,ekrimmel,1967.15.1,L320.199,original identifier,self,[CHAS:Mamm]1967.15,"unidentifiable {Spade, stone}",student,Sam Howes,2016-02-16,Spade. Identification of object uncertain.,"[no date recorded, date range based on accession year]",1800,1968-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"REMARKS: See Miles, Charles. Indian and  Eskimo Artifacts of North America. 1963: Henry Regnery Company. Image 1.54, p. 9. INTERNAL NOTES: On label-- ""For the Chicago Academy of Science from Dr. David E. Sanquist 440 W. Belden Ave."" DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).",,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: E,Dimensions: length 175 mm.,,,,,,,,,,description,"Anthropology: stone tool-spade (?); tear shaped flaked stone tool-narrow edges, thick at center. Colors are tan, dark brown, and red/orange.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1143,ekrimmel,1967.16.1,,,,[CHAS:Mamm]1967.16,"unidentifiable {Debitage, stone}",student,Sam Howes,2016-02-16,"Debitage, obsidian.",1967-11-11T00:00:00Z,1967-11-11,1967-11-11,"North America, United States, New Mexico",no specific locality recorded,Channel Gravels of the Rio Grande,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"INTERNAL NOTES: Written on envelope (postmarked 1967, Socorro, New Mexico)-- ""obsidian pebbles channel gravels of the Rio Grande  11/11/67 [1967] / Partially worked flakes chippirte site / 8 railes sootit of Socorro"", addressed to Mr. Walter H. Schwebke of the Chicago Academy of Sciences. DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).",,,,,,,object,Good.,14,in collection,RVWD: 302: Anth Cab 01: B,,,,,,,,,,,description,Anthropology: debitage-obsidian pebbles; some are partially flaked.,Sam Howes,2016,materials,"stone, igneous, obsidian",Sam Howes,2016,,,,,,,,,,place of use
1031,ekrimmel,1968.2.1,,,,[CHAS:Mamm]1968.2,unidentifiable {Shell},student,Sam Howes,2016-02-16,Shell midden.,[transcribed directly into formatted date fields],1968-02-19,1968-02-19,"North America, United States, Alabama",no specific locality recorded,West end of Dauphine Island Beach,Dawn R. Roberts,2018-01-12,unverified,Mrs. J. W. Davis,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).,,,,,,,object,Fair; have shed over the years.,34,in collection,RVWD: 302: Anth Cab 02: M,,verbatim collector,Mrs. J.W. Davis,Erica Krimmel,2016-03-22,,,,,,description,"Anthropology: shell-oyster; came from base of ancient Indian shell mounds, 14th-15th century.",Sam Howes,2016,materials,"organic, shell, oyster",Sam Howes,2016,,,,,,,,,,place of use
