COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_NUM_4,OTHER_ID_NUM_TYPE_4,OTHER_ID_REFERENCES_4,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_NUM_5,OTHER_ID_NUM_TYPE_5,OTHER_ID_REFERENCES_5,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,MAXIMUM_ELEVATION,MINIMUM_ELEVATION,ORIG_ELEV_UNITS,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,SPECIMEN_EVENT_REMARK,LOCALITY_REMARKS,COLL_EVENT_REMARKS,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTING_SOURCE,COLLECTING_METHOD,HABITAT,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,COLLECTOR_AGENT_3,COLLECTOR_ROLE_3,COLLECTOR_AGENT_4,COLLECTOR_ROLE_4,GUID_PREFIX,PART_DISPOSITION_1,PART_LOT_COUNT_1,PART_NAME_1,PART_CONDITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_UNITS_1,ATTRIBUTE_REMARKS_1,ATTRIBUTE_DET_METH_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_UNITS_2,ATTRIBUTE_REMARKS_2,ATTRIBUTE_DET_METH_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_UNITS_3,ATTRIBUTE_REMARKS_3,ATTRIBUTE_DET_METH_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_UNITS_4,ATTRIBUTE_REMARKS_4,ATTRIBUTE_DET_METH_4,ATTRIBUTE_DATE_4,ATTRIBUTE_DETERMINER_4,ATTRIBUTE_5,ATTRIBUTE_VALUE_5,ATTRIBUTE_UNITS_5,ATTRIBUTE_REMARKS_5,ATTRIBUTE_DET_METH_5,ATTRIBUTE_DATE_5,ATTRIBUTE_DETERMINER_5,ATTRIBUTE_6,ATTRIBUTE_VALUE_6,ATTRIBUTE_UNITS_6,ATTRIBUTE_REMARKS_6,ATTRIBUTE_DET_METH_6,ATTRIBUTE_DATE_6,ATTRIBUTE_DETERMINER_6,ATTRIBUTE_7,ATTRIBUTE_VALUE_7,ATTRIBUTE_UNITS_7,ATTRIBUTE_REMARKS_7,ATTRIBUTE_DATE_7,ATTRIBUTE_DET_METH_7,ATTRIBUTE_DETERMINER_7,SPECIMEN_EVENT_TYPE,LOCALITY_NAME,COLLECTING_EVENT_NAME,coll_object_remarks
13627,achinn,2019.6.27,,,,,,,,,UUID,,,,[CHAS:Mamm]2019.6,Chameleo sp.,unknown,unknown,,Chameleon.,10/20/1970,1970-10-20,1970-10-20,,,,"Africa, Kenya",Thompson Falls,Thompson Falls,,,Chicago Academy of Sciences Expedition,unknown,1970-10-20,unverified,wild caught,,,unknown,collector,,,,,,,CHAS:Herp,in collection,1,whole organism (70% ethanol),Good.,,,,,,,age class,,,,,1970-10-20,unknown,sex,,,,,1970-10-20,unknown,unformatted measurements,,,,,1970-10-20,unknown,colors,,,,,1970-10-20,unknown,reproductive data,,,,,1970-10-20,unknown,stomach contents,,,,,1970-10-20,unknown,verbatim collector,,,,,,,collection,,,"INTERNAL NOTES: Originally inventoried as an uncatalogued specimen. Received from Chicago Academy of Sciences, field work. DATA HISTORY: Unable to match accession during 2020 Arctos migration by Anna Chinn (2020-06-25). Inventory catalogued/verified by Tom Anton (2009). Record last updated in Excel (prior to Arctos migration) by Dawn Roberts (2015-06-26)."
13638,achinn,2019.6.28,,,,,,,,,UUID,,,,[CHAS:Mamm]2019.6,Leptotyphlops sp.,unknown,unknown,,Slender blind snake.,Oct. 1970,1970-10-01,1970-10-31,,,,Tanzania,Arusha,Arusha,,,Chicago Academy of Sciences Expedition,unknown,1970-10-31,unverified,wild caught,,,unknown,collector,,,,,,,CHAS:Herp,in collection,1,whole organism (70% ethanol),Good.,,,,,,,age class,,,,,1970-10-31,unknown,sex,,,,,1970-10-31,unknown,unformatted measurements,,,,,1970-10-31,unknown,colors,,,,,1970-10-31,unknown,reproductive data,,,,,1970-10-31,unknown,stomach contents,,,,,1970-10-31,unknown,verbatim collector,,,,,,,collection,,,"INTERNAL NOTES: Originally inventoried as an uncatalogued specimen. Specimen label detached. Received from Chicago Academy of Sciences, field work. DATA HISTORY: Unable to match accession during 2020 Arctos migration by Anna Chinn (2020-06-25). Inventory catalogued/verified by Tom Anton (2009). Record last updated in Excel (prior to Arctos migration) by Dawn Roberts (2015-06-26)."
13633,achinn,2019.6.29,,,,,,,,,UUID,,,,[CHAS:Mamm]2019.6,Eretmochelys imbricata,unknown,unknown,,Hawksbill turtle.,"[no date recorded, prior to Hawksbill turtle.]",1800-01-01,2009-12-31,,,,no higher geography recorded,no specific locality recorded,[no locality recorded],,,Date contrained by inventory date [achinn 26 June 2020].,Anna Chinn,2020-06-26,unverified,wild caught,,,unknown,collector,,,,,,,CHAS:Herp,in collection,1,"skin, mounted",Fair. Rear leg loose.,,,,,,,age class,,,,,2009-12-31,unknown,sex,,,,,2009-12-31,unknown,unformatted measurements,,,,,2009-12-31,unknown,colors,,,,,2009-12-31,unknown,reproductive data,,,,,2009-12-31,unknown,stomach contents,,,,,2009-12-31,unknown,verbatim collector,,,,,,,collection,,,"INTERNAL NOTES: Originally inventoried as an uncatalogued specimen. Two accessions listed with Hawkbill turtle, 1983.9 or 1977.3. Likely that these came in through wildlife seizure, although whether they all came in together or separately has not yet been determined. [DR 2/26/2016] . DATA HISTORY: Unable to match accession during 2020 Arctos migration by Anna Chinn (2020-06-25). Inventory catalogued/verified by Tom Anton (2009). Record last updated in Excel (prior to Arctos migration) by Dawn Roberts (2016-02-26)."
13634,achinn,2019.6.30,,,,,,,,,UUID,,,,[CHAS:Mamm]2019.6,Eretmochelys imbricata,unknown,unknown,,Hawksbill turtle.,"[no date recorded, prior to Hawksbill turtle.]",1800-01-01,2009-12-31,,,,no higher geography recorded,no specific locality recorded,[no locality recorded],,,Date contrained by inventory date [achinn 26 June 2020].,Anna Chinn,2020-06-26,unverified,wild caught,,,unknown,collector,,,,,,,CHAS:Herp,in collection,1,"skin, mounted",Good.,,,,,,,age class,,,,,2009-12-31,unknown,sex,,,,,2009-12-31,unknown,unformatted measurements,,,,,2009-12-31,unknown,colors,,,,,2009-12-31,unknown,reproductive data,,,,,2009-12-31,unknown,stomach contents,,,,,2009-12-31,unknown,verbatim collector,,,,,,,collection,,,"INTERNAL NOTES: Originally inventoried as an uncatalogued specimen. Two accessions listed with Hawkbill turtle, 1983.9 or 1977.3. Likely that these came in through wildlife seizure, although whether they all came in together or separately has not yet been determined. [DR 2/26/2016] . DATA HISTORY: Unable to match accession during 2020 Arctos migration by Anna Chinn (2020-06-25). Inventory catalogued/verified by Tom Anton (2009). Record last updated in Excel (prior to Arctos migration) by Dawn Roberts (2016-02-26)."
13635,achinn,2019.6.31,,,,,,,,,UUID,,,,[CHAS:Mamm]2019.6,Eretmochelys imbricata,unknown,unknown,,Hawksbill turtle.,"[no date recorded, prior to Hawksbill turtle.]",1800-01-01,2009-12-31,,,,no higher geography recorded,no specific locality recorded,[no locality recorded],,,Date contrained by inventory date [achinn 26 June 2020].,Anna Chinn,2020-06-26,unverified,wild caught,,,unknown,collector,,,,,,,CHAS:Herp,in collection,1,"skin, mounted",Good.,,,,,,,age class,,,,,2009-12-31,unknown,sex,,,,,2009-12-31,unknown,unformatted measurements,,,,,2009-12-31,unknown,colors,,,,,2009-12-31,unknown,reproductive data,,,,,2009-12-31,unknown,stomach contents,,,,,2009-12-31,unknown,verbatim collector,,,,,,,collection,,,"INTERNAL NOTES: Originally inventoried as an uncatalogued specimen. Two accessions listed with Hawkbill turtle, 1983.9 or 1977.3. Likely that these came in through wildlife seizure, although whether they all came in together or separately has not yet been determined. [DR 2/26/2016] . DATA HISTORY: Unable to match accession during 2020 Arctos migration by Anna Chinn (2020-06-25). Inventory catalogued/verified by Tom Anton (2009). Record last updated in Excel (prior to Arctos migration) by Dawn Roberts (2016-02-26)."
13636,achinn,2019.6.32,,,,,,,,,UUID,,,,[CHAS:Mamm]2019.6,Eretmochelys imbricata,unknown,unknown,,Hawksbill turtle.,"[no date recorded, prior to Hawksbill turtle.]",1800-01-01,2009-12-31,,,,no higher geography recorded,no specific locality recorded,[no locality recorded],,,Date contrained by inventory date [achinn 26 June 2020].,Anna Chinn,2020-06-26,unverified,wild caught,,,unknown,collector,,,,,,,CHAS:Herp,in collection,1,"skin, mounted",Good.,,,,,,,age class,,,,,2009-12-31,unknown,sex,,,,,2009-12-31,unknown,unformatted measurements,,,,,2009-12-31,unknown,colors,,,,,2009-12-31,unknown,reproductive data,,,,,2009-12-31,unknown,stomach contents,,,,,2009-12-31,unknown,verbatim collector,,,,,,,collection,,,"INTERNAL NOTES: Originally inventoried as an uncatalogued specimen. Two accessions listed with Hawkbill turtle, 1983.9 or 1977.3. Likely that these came in through wildlife seizure, although whether they all came in together or separately has not yet been determined. [DR 2/26/2016] . DATA HISTORY: Unable to match accession during 2020 Arctos migration by Anna Chinn (2020-06-25). Inventory catalogued/verified by Tom Anton (2009). Record last updated in Excel (prior to Arctos migration) by Dawn Roberts (2016-02-26)."
13637,achinn,2019.6.33,,,,,,,,,UUID,,,,[CHAS:Mamm]2019.6,Eretmochelys imbricata,unknown,unknown,,Hawksbill turtle.,"[no date recorded, prior to Hawksbill turtle.]",1800-01-01,2009-12-31,,,,no higher geography recorded,no specific locality recorded,[no locality recorded],,,Date contrained by inventory date [achinn 26 June 2020].,Anna Chinn,2020-06-26,unverified,wild caught,,,unknown,collector,,,,,,,CHAS:Herp,in collection,1,"skin, mounted",Good. Needs cleaning.,,,,,,,age class,,,,,2009-12-31,unknown,sex,,,,,2009-12-31,unknown,unformatted measurements,,,,,2009-12-31,unknown,colors,,,,,2009-12-31,unknown,reproductive data,,,,,2009-12-31,unknown,stomach contents,,,,,2009-12-31,unknown,verbatim collector,,,,,,,collection,,,"INTERNAL NOTES: Originally inventoried as an uncatalogued specimen. Two accessions listed with Hawkbill turtle, 1983.9 or 1977.3. Likely that these came in through wildlife seizure, although whether they all came in together or separately has not yet been determined. [DR 2/26/2016] . DATA HISTORY: Unable to match accession during 2020 Arctos migration by Anna Chinn (2020-06-25). Inventory catalogued/verified by Tom Anton (2009). Record last updated in Excel (prior to Arctos migration) by Dawn Roberts (2016-02-26)."
13628,achinn,2019.6.34,,,,,,,,e91c3d05-ebf9-4b0a-a7bc-893a6a4aff2a,UUID,,,,[CHAS:Mamm]2019.6,Chelydra serpentina,unknown,unknown,,Common Snapping Turtle.,6/5/1941,1941-06-05,1941-06-05,,,,"North America, United States, Iowa",no specific locality recorded,[transcribed directly into verbatim fields],,,,W. Thietle,1941-06-05,unverified,wild caught,,,W. Thietle,collector,,,,,,,CHAS:Herp,in collection,1,skull,unchecked,Upper mandible only.,,,,,,age class,,,,,1941-06-05,W. Thietle,sex,,,,,1941-06-05,W. Thietle,unformatted measurements,,,,,1941-06-05,W. Thietle,colors,,,,,1941-06-05,W. Thietle,reproductive data,,,,,1941-06-05,W. Thietle,stomach contents,,,,,1941-06-05,W. Thietle,verbatim collector,W. Thietle,,presumed transcribed from catalog book record during 2008-2012 inventory or 1987-1999 Filemaker databasing [achinn 19 June 2020],2012-12-31,,unknown,collection,,,"INTERNAL NOTES: Originally inventoried as an uncatalogued specimen. Verified with accession records, name does not match any accession. Received from W Thietle. DATA HISTORY: Unable to match accession during 2020 Arctos migration by Anna Chinn (2020-06-25). Inventory catalogued/verified by Tom Anton (2009). Record last updated in Excel (prior to Arctos migration) by Dawn Roberts (2014-09-17)."
13626,achinn,1954.5355.3000,,,,,,,,,UUID,,,,[CHAS:Mamm]5355,Anolis sp.,unknown,unknown,,Anolis lizard.,7/10/1936,1936-07-10,1936-07-10,,,,"Panama, Canal Zone","Barro Colorado Island, Gatun Lake, on Burrunga Trail","Barro Colorado Island, Gatun Lake, On shrub on Burrunga Trail",,,,Orlando Park,1936-07-10,unverified,wild caught,,on shrub,Orlando Park,collector,,,,,,,CHAS:Herp,in collection,1,whole organism (70% ethanol),Fair.,,,,,,,age class,,,,,1936-07-10,Orlando Park,sex,,,,,1936-07-10,Orlando Park,unformatted measurements,,,,,1936-07-10,Orlando Park,colors,,,,,1936-07-10,Orlando Park,reproductive data,,,,,1936-07-10,Orlando Park,stomach contents,,,,,1936-07-10,Orlando Park,verbatim collector,Orlando Park,,presumed transcribed from catalog book record during 2008-2012 inventory or 1987-1999 Filemaker databasing [achinn 19 June 2020],2012-12-31,,unknown,collection,,,"INTERNAL NOTES: Originally inventoried as an uncatalogued specimen, no original NWU catalog number. Verified with accession records. Received from Northwestern University. DATA HISTORY: Accession number listed in inventory spreadsheet prior to 2020 Arctos migration. Inventory catalogued/verified by Tom Anton (2009). Record last updated in Excel (prior to Arctos migration) by Dawn Roberts (2015-06-26)."
13640,achinn,1954.5355.3001,,,,,,,,,UUID,,,,[CHAS:Mamm]5355,Sphaerodactylus sp.,unknown,unknown,,Gecko.,summer 1936,1936-06-21,1936-09-21,,,,"Panama, Canal Zone","Barro Colorado Island, Gatun Lake","Barro Colorado Isle, Gatun Lake, Canal Zone",,,,Orlando Park,1936-09-21,unverified,wild caught,,,Orlando Park,collector,,,,,,,CHAS:Herp,in collection,2,whole organism (70% ethanol),Good.,,,,,,,age class,,,,,1936-09-21,Orlando Park,sex,,,,,1936-09-21,Orlando Park,unformatted measurements,,,,,1936-09-21,Orlando Park,colors,,,,,1936-09-21,Orlando Park,reproductive data,,,,,1936-09-21,Orlando Park,stomach contents,,,,,1936-09-21,Orlando Park,verbatim collector,Orlando Park,,presumed transcribed from catalog book record during 2008-2012 inventory or 1987-1999 Filemaker databasing [achinn 19 June 2020],2012-12-31,,unknown,collection,,,"INTERNAL NOTES: Originally inventoried as an uncatalogued specimen, no original NWU catalog number. Verified with accession records. Received from Northwestern University. DATA HISTORY: Accession number listed in inventory spreadsheet prior to 2020 Arctos migration. Inventory catalogued/verified by Tom Anton (2009). Record last updated in Excel (prior to Arctos migration) by Dawn Roberts (2016-02-18)."
