COLLECTION_OBJECT_ID,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
220,2017.14.2575,Herbert C. Brun-538 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1926,1926-01-01,1926-12-31,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
221,2017.14.2576,Herbert C. Brun-634 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1926,1926-01-01,1926-12-31,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
336,2017.14.2577,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1926,1926-01-01,1926-12-31,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
171,2017.14.2667,Herbert C. Brun-592 (a),collector number,self,[CHAS:Mamm]2017.14,Curculionidae,legacy,unknown,,Beetle.,1926,1926-01-01,1926-12-31,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-13).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
176,2017.14.2672,Herbert C. Brun-540 (a),collector number,self,[CHAS:Mamm]2017.14,Dermestes lardarius,legacy,unknown,,Beetle.,1926,1926-01-01,1926-12-31,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
9,2017.14.2791,Herbert C. Brun-1533 (b),collector number,self,[CHAS:Mamm]2017.14,Pentatomidae,legacy,unknown,,True Bug.,1926,1926-01-01,1926-12-31,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
10,2017.14.2796,Herbert C. Brun-1615 (b),collector number,self,[CHAS:Mamm]2017.14,Hemiptera,legacy,unknown,,True Bug.,1926,1926-01-01,1926-12-31,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
364,2017.14.2871,Herbert C. Brun-1025 (b),collector number,self,[CHAS:Mamm]2017.14,Hemerocampa leucostigma,legacy,unknown,,Lepidopteran.,1926,1926-01-01,1926-12-31,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections.,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,female,Herbert C. Brun,1926-01-01,,,,,,accepted place of collection
365,2017.14.2872,Herbert C. Brun-1026 (b),collector number,self,[CHAS:Mamm]2017.14,Hemerocampa leucostigma,legacy,unknown,,Lepidopteran.,1926,1926-01-01,1926-12-31,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections.,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,pupa,Herbert C. Brun,1926-01-01,,accepted place of collection
222,2017.14.2578,Herbert C. Brun-615 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1926-06-13,1926-06-13,1926-06-13,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
180,2017.14.2681,Herbert C. Brun-557 (a),collector number,self,[CHAS:Mamm]2017.14,Diabrotica undecempunctata,legacy,unknown,,Beetle.,1926-06-23,1926-06-23,1926-06-23,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
128,2017.14.2506,Herbert C. Brun-577 (a),collector number,self,[CHAS:Mamm]2017.14,Adalia bipunctata,legacy,unknown,,Beetle.,July _ 1926,1926-07-01,1926-07-31,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
11,2017.14.2797,Herbert C. Brun-1614 (b),collector number,self,[CHAS:Mamm]2017.14,Hemiptera,legacy,unknown,,True Bug.,Thu Jul 01 00:00:00 CDT 1926,1926-07-01,1926-07-31,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
219,2017.14.2727,Herbert C. Brun-621 (a),collector number,self,[CHAS:Mamm]2017.14,Tenebrionidae,legacy,unknown,,Beetle.,1926-07-09,1926-07-09,1926-07-09,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,Found dead in house.,accepted place of collection
223,2017.14.2579,Herbert C. Brun-614 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1926-07-10,1926-07-10,1926-07-10,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,In house.,accepted place of collection
114,2017.14.2846,Herbert C. Brun-1622 (b),collector number,self,[CHAS:Mamm]2017.14,Insecta,legacy,unknown,,Insect.,7/13/1926,1926-07-13,1926-07-13,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
304,2017.14.2703,,,,[CHAS:Mamm]2017.14,Lasioderma serricorne,legacy,unknown,,Beetle.,1926-07-16,1926-07-16,1926-07-16,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,6,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,In smoking tobacco.,accepted place of collection
115,2017.14.2847,Herbert C. Brun-1623 (b),collector number,self,[CHAS:Mamm]2017.14,Insecta,legacy,unknown,,Insect.,7/30/1926,1926-07-30,1926-07-30,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
224,2017.14.2580,Herbert C. Brun-626 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1926-08-16,1926-08-16,1926-08-16,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-24).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
135,2017.14.2511,Herbert C. Brun-619 (a),collector number,self,[CHAS:Mamm]2017.14,Carabidae,legacy,unknown,,Beetle.,1926-08-24,1926-08-24,1926-08-24,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,2,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,Pair taken in copula.,accepted place of collection
136,2017.14.2512,Herbert C. Brun-620 (a),collector number,self,[CHAS:Mamm]2017.14,Carabidae,legacy,unknown,,Beetle.,1926-08-24,1926-08-24,1926-08-24,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,2,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,Pair taken in copula.,accepted place of collection
1,2017.14.2784,Herbert C. Brun-1548 (b),collector number,self,[CHAS:Mamm]2017.14,Ceresa sp.,legacy,unknown,,True Bug.,8/24/1926,1926-08-24,1926-08-24,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
12,2017.14.2798,Herbert C. Brun-1616 (b),collector number,self,[CHAS:Mamm]2017.14,Hemiptera,legacy,unknown,,True Bug.,8/24/1926,1926-08-24,1926-08-24,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
337,2017.14.2581,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1926-08-25,1926-08-25,1926-08-25,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,On old wine barrel.,accepted place of collection
113,2017.14.2848,Herbert C. Brun-1621 (b),collector number,self,[CHAS:Mamm]2017.14,Insecta,legacy,unknown,,Insect.,8/25/1926,1926-08-25,1926-08-25,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
178,2017.14.2678,Herbert C. Brun-575 (a),collector number,self,[CHAS:Mamm]2017.14,Diabrotica longicornis,legacy,unknown,,Beetle.,1926-08-26,1926-08-26,1926-08-26,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
13,2017.14.2799,Herbert C. Brun-1619 (b),collector number,self,[CHAS:Mamm]2017.14,Hemiptera,legacy,unknown,,True Bug.,8/27/1926,1926-08-27,1926-08-27,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
14,2017.14.2800,Herbert C. Brun-1620 (b),collector number,self,[CHAS:Mamm]2017.14,Hemiptera,legacy,unknown,,True Bug.,8/28/1926,1926-08-28,1926-08-28,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
377,2017.14.2893,Herbert C. Brun-1040 (b),collector number,self,[CHAS:Mamm]2017.14,Vanessa cardui,legacy,unknown,,Lepidopteran.,1926-08-29,1926-08-29,1926-08-29,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections.,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,"Bred from pupa found in Hollyhock, August 24 1926.",accepted place of collection
163,2017.14.2544,Herbert C. Brun-585 (a),collector number,self,[CHAS:Mamm]2017.14,Coccinellidae,legacy,unknown,,Beetle.,1926-08-30,1926-08-30,1926-08-30,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
196,2017.14.2697,Herbert C. Brun-611 (a),collector number,self,[CHAS:Mamm]2017.14,Geopinus sp.,legacy,unknown,,Beetle.,1926-08-30,1926-08-30,1926-08-30,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
374,2017.14.2890,Herbert C. Brun-1038 (b),collector number,self,[CHAS:Mamm]2017.14,Pieris rapae,legacy,unknown,,Lepidopteran.,1926-08-30,1926-08-30,1926-08-30,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections.,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
15,2017.14.2737,Herbert C. Brun-1583 (b),collector number,self,[CHAS:Mamm]2017.14,Cicadellidae,legacy,unknown,,True Bug.,Wed Sep 01 00:00:00 CDT 1926,1926-09-01,1926-09-30,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
338,2017.14.2582,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1926-09-03,1926-09-03,1926-09-03,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,5,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,On old wine barrel.,accepted place of collection
16,2017.14.2801,Herbert C. Brun-1618 (b),collector number,self,[CHAS:Mamm]2017.14,Hemiptera,legacy,unknown,,True Bug.,9/10/1926,1926-09-10,1926-09-10,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
339,2017.14.2583,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1926-09-11,1926-09-11,1926-09-11,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
