guid_prefix,other_id_type,other_id_number,scientific_name,made_date,nature_of_id,accepted_fg,identification_remarks,agent_1,agent_2
CHAS:Inv,catalog number,17805,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,15365,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21077,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7595,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1908.2728.3,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20381,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17793,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17794,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1779,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7591,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7597,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,22346,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,24238,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,15364,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,15362,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20410,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21052,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.39,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,8402,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7799,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7978,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1766,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,22175,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1908.2728.1,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17795,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,8125,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,15361,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,19225,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7587,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7643,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.41,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,15363,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12423,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20241,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2830,Ortmanniana ligamentina and Cyclonaias pustulosa,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.697,Ortmanniana ligamentina and Toxolasma lividum,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1404,Plectomerus dombeyanus,2019-07-26,expert,1,Bankclimber mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1632,Pleurobema sintoxia,2019-07-26,expert,1,Round pigtoe mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1979,Pleurobema sintoxia,2019-07-26,expert,1,Round pigtoe mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12944,Pleurobema sintoxia,2019-07-26,revised taxonomy,1,Round pigtoe mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2558,Pleurocera acuta,2019-07-26,expert,1,Sharp hornsnail. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1909.2921.4,Popenaias ganina,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,10023,Potamilus capax and Ortmanniana ligamentina,2019-07-26,expert,1,Fat pocketbook pearly and other freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2119,Potamilus ohiensis,2019-07-26,expert,1,Pink papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2121,Potamilus ohiensis,2019-07-26,expert,1,Pink papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2122,Potamilus ohiensis,2019-07-26,expert,1,Pink papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2358,Potamilus ohiensis,2019-07-26,expert,1,Pink papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2359,Potamilus ohiensis,2019-07-26,expert,1,Pink papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2360,Potamilus ohiensis,2019-07-26,expert,1,Pink papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2584,Potamilus ohiensis,2019-07-26,expert,1,Pink papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2813,Potamilus ohiensis,2019-07-26,expert,1,Pink papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2120,Potamilus ohiensis and Leptodea fragilis,2019-07-26,expert,1,"Fragile papershell and Pink papershell. Potamilus ohiensis (2), Leptodea fragilis (1). Identified during on-site visit during InvertEBase PEN grant period.",Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.36,Potamilus purpuratus,2019-07-26,expert,1,Bleufer mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.37,Potamilus purpuratus,2019-07-26,expert,1,Bleufer mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.38,Potamilus purpuratus,2019-07-26,expert,1,Bleufer mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2111,Potamilus purpuratus,2019-07-26,expert,1,Bleufer mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2113,Potamilus purpuratus,2019-07-26,expert,1,Bleufer mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2112,Potamilus purpuratus and Lampsilis satura,2019-07-26,expert,1,Bleufer mussel Sandbank Pocketbook mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2585,Ptychobranchus occidentalis,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2594,Ptychobranchus occidentalis,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17863,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.47,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.50,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21543,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21545,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,22188,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,22936,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,25114,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,9903,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20123,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1705,Pyganodon grandis,2019-07-26,revised taxonomy,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.120,Pyganodon grandis,2019-07-26,revised taxonomy,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2181,Pyganodon grandis,2019-07-26,revised taxonomy,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2183,Pyganodon grandis,2019-07-26,revised taxonomy,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21595,Pyganodon grandis,2019-07-26,revised taxonomy,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,24483,Pyganodon grandis,2019-07-26,revised taxonomy,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,25056,Pyganodon grandis,2019-07-26,revised taxonomy,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,8629,Pyganodon grandis,2019-07-26,revised taxonomy,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,9358,Pyganodon grandis,2019-07-26,revised taxonomy,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,9844,Pyganodon grandis,2019-07-26,revised taxonomy,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1009,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1086,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1091,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1093,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17798,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1698,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1699,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1703,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17866,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1790,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,19181,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20146,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20264,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,5696,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,5697,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7743,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2185,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,24290,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2578,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2590,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2592,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2797,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21668,Pyganodon grandis,2019-07-26,revised taxonomy,1,Giant floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1101,Pyganodon grandis and Lampsilis siliquoidea,2019-07-26,expert,1,Giant floater and Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2579,Pyganodon grandis and Lampsilis siliquoidea,2019-07-26,expert,1,Giant floater and Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2448,Pyganodon lacustris,2019-07-26,revised taxonomy,1,Lake floater. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2244,Quadrula apiculata,2019-07-26,expert,1,Southern Mapleleaf mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2214,Quadrula quadrula,2019-07-26,expert,1,Mapleleaf mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2243,Quadrula quadrula,2019-07-26,expert,1,Mapleleaf mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.795,Reginaia ebena,2019-07-26,expert,1,Ebonyshell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.788,Reginaia ebena,2019-07-26,expert,1,Ebonyshell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1908.2728.4,Strophitus undulatus,2019-07-26,expert,1,Creeper mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2586,Strophitus undulatus,2019-07-26,expert,1,Creeper mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2609,Strophitus undulatus,2019-07-26,expert,1,Creeper mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2533,Toxolasma corvunculus,2019-07-26,expert,1,Southern Purple Lilliput. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2548,Toxolasma corvunculus,2019-07-26,expert,1,Southern Purple Lilliput. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1075,Toxolasma parvum,2019-07-26,expert,1,Lilliput. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1068,Truncilla donaciformis,2019-07-26,expert,1,Fawnsfoot mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2429,Truncilla donaciformis,2019-07-26,expert,1,Fawnsfoot mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2426,Truncilla truncata,2019-07-26,expert,1,Deertoe mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2427,Truncilla truncata,2019-07-26,expert,1,Deertoe mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2428,Truncilla truncata,2019-07-26,expert,1,Deertoe mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2794,Uniomerus ?,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2795,Uniomerus ?,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2811,Uniomerus ?,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2805,Uniomerus sp.,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1096,Uniomerus tetralasmus,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1054,Uniomerus tetralasmus,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1079,Uniomerus tetralasmus,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1083,Uniomerus tetralasmus,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2572,Uniomerus tetralasmus,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.3117,Uniomerus tetralasmus,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.46,Utterbackia imbecillis,2019-07-26,expert,1,Paper pondshell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.48,Utterbackia imbecillis,2019-07-26,expert,1,Paper pondshell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.49,Utterbackia imbecillis,2019-07-26,expert,1,Paper pondshell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1074,Utterbackia imbecillis,2019-07-26,expert,1,Paper pondshell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2171,Utterbackia imbecillis,2019-07-26,expert,1,Paper pondshell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2186,Utterbackia imbecillis,2019-07-26,expert,1,Paper pondshell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2187,Utterbackia imbecillis,2019-07-26,expert,1,Paper pondshell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
