"ACCN","ASSOCIATED_SPECIES","ATTRIBUTE_1","ATTRIBUTE_10","ATTRIBUTE_2","ATTRIBUTE_3","ATTRIBUTE_4","ATTRIBUTE_5","ATTRIBUTE_6","ATTRIBUTE_7","ATTRIBUTE_8","ATTRIBUTE_9","ATTRIBUTE_DATE_1","ATTRIBUTE_DATE_10","ATTRIBUTE_DATE_2","ATTRIBUTE_DATE_3","ATTRIBUTE_DATE_4","ATTRIBUTE_DATE_5","ATTRIBUTE_DATE_6","ATTRIBUTE_DATE_7","ATTRIBUTE_DATE_8","ATTRIBUTE_DATE_9","ATTRIBUTE_DETERMINER_1","ATTRIBUTE_DETERMINER_10","ATTRIBUTE_DETERMINER_2","ATTRIBUTE_DETERMINER_3","ATTRIBUTE_DETERMINER_4","ATTRIBUTE_DETERMINER_5","ATTRIBUTE_DETERMINER_6","ATTRIBUTE_DETERMINER_7","ATTRIBUTE_DETERMINER_8","ATTRIBUTE_DETERMINER_9","ATTRIBUTE_DET_METH_1","ATTRIBUTE_DET_METH_10","ATTRIBUTE_DET_METH_2","ATTRIBUTE_DET_METH_3","ATTRIBUTE_DET_METH_4","ATTRIBUTE_DET_METH_5","ATTRIBUTE_DET_METH_6","ATTRIBUTE_DET_METH_7","ATTRIBUTE_DET_METH_8","ATTRIBUTE_DET_METH_9","ATTRIBUTE_REMARKS_1","ATTRIBUTE_REMARKS_10","ATTRIBUTE_REMARKS_2","ATTRIBUTE_REMARKS_3","ATTRIBUTE_REMARKS_4","ATTRIBUTE_REMARKS_5","ATTRIBUTE_REMARKS_6","ATTRIBUTE_REMARKS_7","ATTRIBUTE_REMARKS_8","ATTRIBUTE_REMARKS_9","ATTRIBUTE_UNITS_1","ATTRIBUTE_UNITS_10","ATTRIBUTE_UNITS_2","ATTRIBUTE_UNITS_3","ATTRIBUTE_UNITS_4","ATTRIBUTE_UNITS_5","ATTRIBUTE_UNITS_6","ATTRIBUTE_UNITS_7","ATTRIBUTE_UNITS_8","ATTRIBUTE_UNITS_9","ATTRIBUTE_VALUE_1","ATTRIBUTE_VALUE_10","ATTRIBUTE_VALUE_2","ATTRIBUTE_VALUE_3","ATTRIBUTE_VALUE_4","ATTRIBUTE_VALUE_5","ATTRIBUTE_VALUE_6","ATTRIBUTE_VALUE_7","ATTRIBUTE_VALUE_8","ATTRIBUTE_VALUE_9","BEGAN_DATE","C$LAT","C$LONG","CAT_NUM","COLLECTING_EVENT_ID","COLLECTING_EVENT_NAME","COLLECTING_METHOD","COLLECTING_SOURCE","COLLECTION_ID","COLLECTION_OBJECT_ID","COLLECTOR_AGENT_1","COLLECTOR_AGENT_2","COLLECTOR_AGENT_3","COLLECTOR_AGENT_4","COLLECTOR_AGENT_5","COLLECTOR_AGENT_6","COLLECTOR_AGENT_7","COLLECTOR_AGENT_8","COLLECTOR_ROLE_1","COLLECTOR_ROLE_2","COLLECTOR_ROLE_3","COLLECTOR_ROLE_4","COLLECTOR_ROLE_5","COLLECTOR_ROLE_6","COLLECTOR_ROLE_7","COLLECTOR_ROLE_8","COLL_EVENT_REMARKS","COLL_OBJECT_REMARKS","DATUM","DEC_LAT","DEC_LAT_MIN","DEC_LONG","DEC_LONG_MIN","DEPTH_UNITS","ENDED_DATE","ENTEREDBY","ENTEREDTOBULKDATE","ENTERED_AGENT_ID","EVENT_ASSIGNED_BY_AGENT","EVENT_ASSIGNED_DATE","FLAGS","GEOLOGY_ATTRIBUTE_1","GEOLOGY_ATTRIBUTE_2","GEOLOGY_ATTRIBUTE_3","GEOLOGY_ATTRIBUTE_4","GEOLOGY_ATTRIBUTE_5","GEOLOGY_ATTRIBUTE_6","GEOREFERENCE_PROTOCOL","GEOREFERENCE_SOURCE","GEO_ATT_DETERMINED_DATE_1","GEO_ATT_DETERMINED_DATE_2","GEO_ATT_DETERMINED_DATE_3","GEO_ATT_DETERMINED_DATE_4","GEO_ATT_DETERMINED_DATE_5","GEO_ATT_DETERMINED_DATE_6","GEO_ATT_DETERMINED_METHOD_1","GEO_ATT_DETERMINED_METHOD_2","GEO_ATT_DETERMINED_METHOD_3","GEO_ATT_DETERMINED_METHOD_4","GEO_ATT_DETERMINED_METHOD_5","GEO_ATT_DETERMINED_METHOD_6","GEO_ATT_DETERMINER_1","GEO_ATT_DETERMINER_2","GEO_ATT_DETERMINER_3","GEO_ATT_DETERMINER_4","GEO_ATT_DETERMINER_5","GEO_ATT_DETERMINER_6","GEO_ATT_REMARK_1","GEO_ATT_REMARK_2","GEO_ATT_REMARK_3","GEO_ATT_REMARK_4","GEO_ATT_REMARK_5","GEO_ATT_REMARK_6","GEO_ATT_VALUE_1","GEO_ATT_VALUE_2","GEO_ATT_VALUE_3","GEO_ATT_VALUE_4","GEO_ATT_VALUE_5","GEO_ATT_VALUE_6","GUID_PREFIX","HABITAT","HIGHER_GEOG","IDENTIFICATION_REMARKS","ID_MADE_BY_AGENT","LATDEG","LATDIR","LATMIN","LATSEC","LOADED","LOCALITY_ID","LOCALITY_NAME","LOCALITY_REMARKS","LONGDEG","LONGDIR","LONGMIN","LONGSEC","MADE_DATE","MAXIMUM_ELEVATION","MAX_DEPTH","MAX_ERROR_DISTANCE","MAX_ERROR_UNITS","MINIMUM_ELEVATION","MIN_DEPTH","NATURE_OF_ID","ORIG_ELEV_UNITS","ORIG_LAT_LONG_UNITS","OTHER_ID_NUM_1","OTHER_ID_NUM_2","OTHER_ID_NUM_3","OTHER_ID_NUM_4","OTHER_ID_NUM_5","OTHER_ID_NUM_TYPE_1","OTHER_ID_NUM_TYPE_2","OTHER_ID_NUM_TYPE_3","OTHER_ID_NUM_TYPE_4","OTHER_ID_NUM_TYPE_5","OTHER_ID_REFERENCES_1","OTHER_ID_REFERENCES_2","OTHER_ID_REFERENCES_3","OTHER_ID_REFERENCES_4","OTHER_ID_REFERENCES_5","PART_BARCODE_1","PART_BARCODE_10","PART_BARCODE_11","PART_BARCODE_12","PART_BARCODE_2","PART_BARCODE_3","PART_BARCODE_4","PART_BARCODE_5","PART_BARCODE_6","PART_BARCODE_7","PART_BARCODE_8","PART_BARCODE_9","PART_CONDITION_1","PART_CONDITION_10","PART_CONDITION_11","PART_CONDITION_12","PART_CONDITION_2","PART_CONDITION_3","PART_CONDITION_4","PART_CONDITION_5","PART_CONDITION_6","PART_CONDITION_7","PART_CONDITION_8","PART_CONDITION_9","PART_CONTAINER_LABEL_1","PART_CONTAINER_LABEL_10","PART_CONTAINER_LABEL_11","PART_CONTAINER_LABEL_12","PART_CONTAINER_LABEL_2","PART_CONTAINER_LABEL_3","PART_CONTAINER_LABEL_4","PART_CONTAINER_LABEL_5","PART_CONTAINER_LABEL_6","PART_CONTAINER_LABEL_7","PART_CONTAINER_LABEL_8","PART_CONTAINER_LABEL_9","PART_DISPOSITION_1","PART_DISPOSITION_10","PART_DISPOSITION_11","PART_DISPOSITION_12","PART_DISPOSITION_2","PART_DISPOSITION_3","PART_DISPOSITION_4","PART_DISPOSITION_5","PART_DISPOSITION_6","PART_DISPOSITION_7","PART_DISPOSITION_8","PART_DISPOSITION_9","PART_LOT_COUNT_1","PART_LOT_COUNT_10","PART_LOT_COUNT_11","PART_LOT_COUNT_12","PART_LOT_COUNT_2","PART_LOT_COUNT_3","PART_LOT_COUNT_4","PART_LOT_COUNT_5","PART_LOT_COUNT_6","PART_LOT_COUNT_7","PART_LOT_COUNT_8","PART_LOT_COUNT_9","PART_NAME_1","PART_NAME_10","PART_NAME_11","PART_NAME_12","PART_NAME_2","PART_NAME_3","PART_NAME_4","PART_NAME_5","PART_NAME_6","PART_NAME_7","PART_NAME_8","PART_NAME_9","PART_REMARK_1","PART_REMARK_10","PART_REMARK_11","PART_REMARK_12","PART_REMARK_2","PART_REMARK_3","PART_REMARK_4","PART_REMARK_5","PART_REMARK_6","PART_REMARK_7","PART_REMARK_8","PART_REMARK_9","SPECIMEN_EVENT_REMARK","SPECIMEN_EVENT_TYPE","SPEC_LOCALITY","TAXON_NAME","UTM_EW","UTM_NS","UTM_ZONE","VERBATIM_DATE","VERBATIM_LOCALITY","VERIFICATIONSTATUS","WKT_POLYGON"
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-11-12","","2017-11-12","2017-11-12","2017-11-12","2017-11-12","2017-11-12","2017-11-12","2017-11-12","","Annamarie Fadorsen","","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","40","","153.95","31.63","61.28","101.16","trace","none","100%","","2016-12-09","","","2018.1.47","","","window strike","wild caught","114","96441978","Annamarie Fadorsen","Celeste Troon","","","","","","","preparator","collector","","","","","","","Weather: cold, cloudy, snowing; Estimated time of death: early am; Time found: 10:55 am","","","","","","","","2016-12-09","achinn","2018-09-05 15:16:41.013943","21302104","Celeste Troon","2016-12-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Wood Thrush.","Celeste Troon","","","","","BULKLOADED RECORD","","","","","","","","2016-12-09","","","","","","","expert","","","AF-28","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-11-12","","","","","","","","","","","","","collection","site ""10"", Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Hylocichla mustelina","","","","9/12/2016","PNNM, site ""10""","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","verbatim collector","2017-12-07","","2017-12-07","2017-12-07","2017-12-07","2017-12-07","2017-12-07","2017-12-07","2017-12-07","2017-12-07","Janelle Laccino","","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","13","","115.79","19.66","45.76","70.86","trace","wings","15%","Carmen","2005-09-09","","","2018.1.48","","","window strike","wild caught","114","96441979","Janelle Laccino","unknown","","","","","","","preparator","collector","","","","","","","Time found: 9:00","Relaxed.","","","","","","","2005-09-09","achinn","2018-09-05 15:16:41.020274","21302104","unknown","2005-09-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Northern Waterthrush.","unknown","","","","","BULKLOADED RECORD","","","","","","","","2005-09-09","","","","","","","legacy","","","JI-12","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","unchecked","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-12-07","","","","","","","","","","","","","collection","site ""3"", Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Parkesia noveboracensis","","","","9 Sept 2005","PNNM, site ""3""","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","molt condition","skull ossification","","","2017-10-12","","2017-10-12","2017-10-12","2017-10-12","2017-10-12","2017-10-12","2017-10-12","","","Zahri Vafaee","","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","9.5","","129","17","65","68","body","100%","","","2005-04-18","","","2018.1.49","","","window strike","wild caught","114","96441980","Zahri Vafaee","Steve Sullivan","","","","","","","preparator","collector","","","","","","","Time found: 11:45 am","Rigor mortis, flaccid.","","","","","","","2005-04-18","achinn","2018-09-05 15:16:41.026667","21302104","Steve Sullivan","2005-04-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Field Sparrow.","Zahri Vafaee","","","","","BULKLOADED RECORD","","","","","","","","2017-10-12","","","","","","","student","","","ZV-07","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-10-12","","","","","","","","","","","","","collection","no specific locality recorded","Spizella pusilla","","","","18 April 2005","no verbatim locality recorded","unverified",""
"[CHAS:Mamm]2018.1","","total length","","tarsus length","tail length","wing chord","bill length","fat deposition","molt condition","verbatim collector","","2017-06-22","","2017-06-22","2017-06-22","2017-06-22","2017-06-22","2017-06-22","2017-06-22","2017-06-22","","Nina D'Angier","","Nina D'Angier","Nina D'Angier","Nina D'Angier","Nina D'Angier","Nina D'Angier","Nina D'Angier","Nina D'Angier","","","","","","","","","","","","","","","","","measured from tip of bill to gape","","","","","mm","","mm","mm","mm","mm","","","","","174","","29","82","132","19","moderate","none","Birders - Chicago Ornith., Jamie/Peggy","","2009-09-16","","","2018.1.5","","","window strike","wild caught","114","96441981","Nina D'Angier","Chicago Ornithological Society","Jamie Forberg","Peggy Ryan","","","","","preparator","collector","collector","collector","","","","","Weather: sunny, clear; Estimated time of death: 8:00 am; Time found: 10:00 am","Missing chunks of feathers.","","","","","","","2009-09-16","achinn","2018-09-05 15:16:41.032986","21302104","Chicago Ornithological Society","2009-09-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Swainson's Thrush.","Jamie Forberg","","","","","BULKLOADED RECORD","","","","","","","","2009-09-16","","","","","","","expert","","","ND-05","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Good.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-06-22","","","","","","","","","","","","","collection","window #114, southeast side of South Gallery, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Catharus ustulatus","","","","16 9 2009","window #114, S/East side of South Gallery","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","","","2017-09-19","","2017-09-19","2017-09-19","2017-09-19","2017-09-19","2017-09-19","2017-09-19","","","Anna Schlecht","","Anna Schlecht","Anna Schlecht","Anna Schlecht","Anna Schlecht","Anna Schlecht","Anna Schlecht","","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","260","","146","28","80","76","light","body","","","2016-10-19","","","2018.1.50","","","","wild caught","114","96441982","Anna Schlecht","Celeste Troon","","","","","","","preparator","collector","","","","","","","Weather: sunny, 62 F; Estimated time of death: early am; Time found: 8:30 am","","","","","","","","2016-10-19","achinn","2018-09-05 15:16:41.039461","21302104","Celeste Troon","2016-10-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","White-throated Sparrow.","Anna Schlecht","","","","","BULKLOADED RECORD","","","","","","","","2017-09-19","","","","","","","student","","","AS-03","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-09-19","","","","","","","","","","","","","collection","site ""2"", Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Zonotrichia albicollis","","","","19 Oct 2016","PNNM, site ""2""","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-10-17","","2017-10-17","2017-10-17","2017-10-17","2017-10-17","2017-10-17","2017-10-17","2017-10-17","","Charles Ruedebusch","","Charles Ruedebusch","Charles Ruedebusch","Charles Ruedebusch","Charles Ruedebusch","Charles Ruedebusch","Charles Ruedebusch","Charles Ruedebusch","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","12.4","","121","22","57","56","light","none","30%","","2015-05-04","","","2018.1.51","","","found in situ","wild caught","114","96441983","Charles Ruedebusch","Peggy Ryan","","","","","","","preparator","collector","","","","","","","Weather: cloudy; Time found: 8:35 am","","","","","","","","2015-05-04","achinn","2018-09-05 15:16:41.045797","21302104","Peggy Ryan","2015-05-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Lincoln's Sparrow. verbatim preparator notes: Might be a swamp sparrow.","Charles Ruedebusch","","","","","BULKLOADED RECORD","","","","","","","","2017-10-17","","","","","","","student","","","CR-04","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-10-17","","","","","","","","","","","","","collection","outside the shed in the paver lot, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Melospiza lincolnii","","","","4 May 2015","PNNM, found outside the shed in the paver lot","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-10-12","","2017-10-12","2017-10-12","2017-10-12","2017-10-12","2017-10-12","2017-10-12","2017-10-12","","Julianna Crisanti","","Julianna Crisanti","Julianna Crisanti","Julianna Crisanti","Julianna Crisanti","Julianna Crisanti","Julianna Crisanti","Julianna Crisanti","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","9","","110","19","56","60","trace","none","100%","","2016-09-16","","","2018.1.52","","","","wild caught","114","96441984","Julianna Crisanti","Laura Saletta","Airen Belleau","","","","","","preparator","collector","collector","","","","","","Weather: sunny, 75 F; Estimated time of death: 9:00 am, close to 9:45 am; Time found: 9:45","","","","","","","","2016-09-16","achinn","2018-09-05 15:16:41.052145","21302104","Laura Saletta","2016-09-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Common Yellowthroat.","Julianna Crisanti","","","","","BULKLOADED RECORD","","","","","","","","2017-10-12","","","","","","","student","","","JC-04","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-10-12","","","","","","","","","","","","","collection","small garden in the Ravine underneath the larger tree, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Geothlypis trichas","","","","9/16/16","PNNM, the small garden in the Ravine underneath the larger tree","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-11-30","","2017-11-30","2017-11-30","2017-11-30","2017-11-30","2017-11-30","2017-11-30","2017-11-30","","Annamarie Fadorsen","","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","21","","138.84","20.18","56.3","61.63","moderate","none","10%","","2016-10-19","","","2018.1.53","","","window strike","wild caught","114","96441985","Annamarie Fadorsen","Celeste Troon","","","","","","","preparator","collector","","","","","","","Weather: sunny, 62 F; Estimated time of death: early am; Time found: 8:30 am","","","","","","","","2016-10-19","achinn","2018-09-05 15:16:41.058511","21302104","Celeste Troon","2016-10-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Song Sparrow.","Celeste Troon","","","","","BULKLOADED RECORD","","","","","","","","2016-10-19","","","","","","","expert","","","AF-29","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","unchecked","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-11-30","","","","","","","","","","","","","collection","site ""4"", Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Melospiza melodia","","","","19 Oct 2016","PNNM, site ""4""","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","","","2017-09-13","","2017-09-13","2017-09-13","2017-09-13","2017-09-13","2017-09-13","2017-09-13","","","Zahri Vafaee","","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","43","","194","22","77","133","heavy","body","","","2011-10-01","","","2018.1.55","","","","wild caught","114","96441986","Zahri Vafaee","unknown","","","","","","","preparator","collector","","","","","","","Time found: 11:00 am","","","","","","","","2011-10-01","achinn","2018-09-05 15:16:41.064879","21302104","unknown","2011-10-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Yellow-bellied Sapsucker. verbatim preparator notes: Immature Northern Flicker?","Zahri Vafaee","","","","","BULKLOADED RECORD","","","","","","","","2017-09-13","","","","","","","student","","","ZV-04","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-09-13","","","","","","","","","","","","","collection","in front of Pan American Bank, 6000 Pulaski Rd, Chicago","Sphyrapicus varius","","","","Oct 1, 2011","in front of Pan American Bank 6000 Pulaski Rd","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-12-14","","2017-12-14","2017-12-14","2017-12-14","2017-12-14","2017-12-14","2017-12-14","2017-12-14","","Janelle Laccino","","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","12","","109.68","20.09","44.37","60.03","trace","wings","90%","","2005-09-29","","","2018.1.56","","","window strike","wild caught","114","96441987","Janelle Laccino","Steve Sullivan","","","","","","","preparator","collector","","","","","","","Time found: 9:10 am","Dead.","","","","","","","2005-09-29","achinn","2018-09-05 15:16:41.071256","21302104","Steve Sullivan","2005-09-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Lincoln's Sparrow.","Steve Sullivan","","","","","BULKLOADED RECORD","","","","","","","","2005-09-29","","","","","","","expert","","","JI-13","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","unchecked","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-12-14","","","","","","","","","","","","","collection","site ""10"", Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Melospiza lincolnii","","","","29 Sept 2005","PNNM, site ""10""","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","verbatim collector","2017-12-12","","2017-12-12","2017-12-12","2017-12-12","2017-12-12","2017-12-12","2017-12-12","2017-12-12","2017-12-12","Charles Ruedebusch","","Charles Ruedebusch","Charles Ruedebusch","Charles Ruedebusch","Charles Ruedebusch","Charles Ruedebusch","Charles Ruedebusch","Charles Ruedebusch","Charles Ruedebusch","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","14.8","","128","21","61","62","light","none","50%","Renee, security","2015-09-15","","","2018.1.6","","","window strike","wild caught","114","96441988","Charles Ruedebusch","Chicago Academy of Sciences","","","","","","","preparator","collector","","","","","","","Weather: cool, partly sunny; Estimated time of death: 11:18 am; Time found: 11:23 am","","","","","","","","2015-09-15","achinn","2018-09-05 15:16:41.077613","21302104","Chicago Academy of Sciences","2015-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Lincoln's Sparrow.","Charles Ruedebusch","","","","","BULKLOADED RECORD","","","","","","","","2017-12-12","","","","","","","student","","","CR-06","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Good.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-12-12","","","","","","","","","","","","","collection","site ""10"", Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Melospiza lincolnii","","","","30-9-15","PNNM, site ""10""","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-04-30","","2017-04-30","2017-04-30","2017-04-30","2017-04-30","2017-04-30","2017-04-30","2017-04-30","","Michelle Slater","","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","56","","187","28","85","105","moderate","body","10%","","2015-07-24","","","2018.1.7","","","window strike","wild caught","114","96441885","Michelle Slater","Jamie Forberg","","","","","","","preparator","collector","","","","","","","Weather: sunny, clear, 75 F; Estimated time of death: 8:15 am; Time found: 8:30 am","","","","","","","","2015-07-24","achinn","2018-09-05 15:16:40.353641","21302104","Jamie Forberg","2015-07-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Red-winged Blackbird.","Jamie Forberg","","","","","BULKLOADED RECORD","","","","","","","","2015-07-24","","","","","","","expert","","","MS-09","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","unchecked","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-04-30","","","","","","","","","","","","","collection","site ""4"", Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Agelaius phoeniceus","","","","24 July 2015","PNNM, site ""4""","unverified",""
