MEDIA_LABEL_1,MEDIA_LABEL_2,MEDIA_LABEL_3,MEDIA_LABEL_VALUE_1,MEDIA_LABEL_VALUE_2,MEDIA_LABEL_VALUE_3,MEDIA_LICENSE,MEDIA_URI,MEDIA_TYPE,MIME_TYPE,PREVIEW_URI
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_668-6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_668-7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_668-8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_669-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_669-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_669-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_669-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_669-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_669-6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_669-7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_669-8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_670-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_670-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_670-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_670-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_670-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_670-6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_670-7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_670-8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_671-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_671-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_671-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_671-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_671-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_671-6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_671-7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_671-8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_672-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_672-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_672-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_672-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_672-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_672-6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_672-7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_672-8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_673-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_673-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_673-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_673-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_673-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_673-6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_673-7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_673-8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_674-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_674-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_674-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_674-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_674-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_675-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_675-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_675-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_675-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_675-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_676-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_676-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_676-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_676-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_676-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_676-6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_676-7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_676-8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_677-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_677-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_677-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_677-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_677-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_677-6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_677-7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_677-8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_681-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_681-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_681-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_681-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_681-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_681-6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_681-7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_681-8.dng,image,image/dng,
made date,subject,description,2016-07-15,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_686-1.dng,image,image/dng,
made date,subject,description,2016-07-15,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_686-2.dng,image,image/dng,
made date,subject,description,2016-07-15,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_686-3.dng,image,image/dng,
made date,subject,description,2016-07-15,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_686-4.dng,image,image/dng,
made date,subject,description,2016-07-15,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_686-5.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_695-1.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_695-2.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_695-3.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_695-4.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_695-5.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_695-6.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_695-7.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_695-8.dng,image,image/dng,
made date,subject,description,2014-07-25,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_696-1.dng,image,image/dng,
made date,subject,description,2014-07-25,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_696-2.dng,image,image/dng,
made date,subject,description,2014-07-25,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_696-3.dng,image,image/dng,
made date,subject,description,2014-07-25,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_696-4.dng,image,image/dng,
made date,subject,description,2014-07-25,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_696-5.dng,image,image/dng,
made date,subject,description,2014-07-25,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_696-6.dng,image,image/dng,
made date,subject,description,2014-07-25,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_696-7.dng,image,image/dng,
made date,subject,description,2014-07-25,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_696-8.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_697-1.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_697-2.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_697-3.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_697-4.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_697-5.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_697-6.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_697-7.dng,image,image/dng,
made date,subject,description,2014-06-07,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_697-8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_700-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_700-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_700-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_700-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_700-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_701-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_701-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_701-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_701-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_701-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_702-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_704-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_704-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_704-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_704-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_704-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_706-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_706-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_706-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_706-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_706-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_707-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_707-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_707-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_707-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_710-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_710-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_710-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_710-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_710-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_710-6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_710-7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_710-8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_711-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_711-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_711-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_711-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_711-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_712-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_712-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_712-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_712-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_712-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_713-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_713-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_713-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_713-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_713-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_713-6.dng,image,image/dng,
